Season,Name,Tm,G,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
"Total","Jalen Beeks","TBR",5,8,15.42857145,2,0,0,4,4,2,1,0,0,0,0.28571429,0.375,1.14285714,0.6027244627475739,17192
"Total","Brett Martin","TEX",7,16,10.80000001,6,2,0,5,4,0,2,0,0,1,0.42857143,0.5,0.57142857,0.46497781574726105,17369
"Total","Matt Gage","TOR",2,7,0,1,0,0,2,0,0,1,1,0,1,0.25,0.33333333,0.25,0.1768984317779541,17381
"Total","Jeff Hoffman","CIN",3,3,54.00000054,2,0,0,2,2,0,0,0,0,0,0.66666667,0.66666667,0.66666667,0.589661439259847,17432
"Total","Genesis Cabrera","STL",7,28,2.57142857,4,1,0,3,2,0,3,2,1,4,0.16666667,0.28571429,0.20833333,0.2048371319587414,17490
"Total","Diego Castillo","SEA",12,26,3.375,3,0,0,5,3,1,1,1,0,11,0.125,0.15384615,0.25,0.15339335441589355,17496
"Total","Ryan Burr","CHW",2,5,18,1,0,0,3,2,1,1,0,0,1,0.25,0.4,1,0.5511892318725586,17536
"Total","Jimmy Herget","LAA",7,14,2.25,2,0,0,1,1,1,0,0,0,2,0.14285714,0.14285714,0.35714286,0.2107386929648263,17556
"Total","Tanner Scott","MIA",12,35,6.42857143,7,0,0,6,5,1,6,0,2,12,0.25925926,0.42857143,0.37037037,0.37017953395843506,17586
"Total","Mitch Keller","PIT",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17594
"Total","Tanner Rainey","WSN",13,44,5.58620689,11,1,0,8,6,1,5,0,0,9,0.28947368,0.36363636,0.39473684,0.3349432647228241,17610
"Total","Taylor Clarke","KCR",10,22,5.0625,5,0,0,6,3,1,1,0,0,3,0.26315789,0.27272727,0.42105263,0.2860870361328125,17611
"Total","Justin Lawrence","COL",2,4,9,3,0,0,1,1,0,1,0,0,0,1,1,1,0.8358932733535767,17639
"Total","Jeffrey Springs","TBR",2,3,0,1,0,0,0,0,0,0,0,0,1,0.33333333,0.33333333,0.33333333,0.2948307196299235,17677
"Total","Ralph Garza Jr.","TBR",4,13,16.87499998,3,1,0,6,5,2,3,1,0,0,0.33333333,0.5,1.11111111,0.6156939918344672,17682
"Total","Jose Cuas","KCR",7,16,0,0,0,0,0,0,0,2,0,0,2,0,0.13333333,0,0.09201288223266602,17701
"Total","Trevor Megill","MIN",2,6,4.5,1,0,0,2,1,1,1,0,0,1,0.2,0.33333333,0.8,0.45932435989379883,17722
"Total","Nabil Crismatt","SDP",9,24,7.10526316,7,1,0,5,5,1,1,0,0,2,0.30434783,0.33333333,0.47826087,0.3516311893860499,17732
"Total","Evan Phillips","LAD",9,17,6.75,6,2,0,6,3,0,0,0,0,7,0.4,0.35294118,0.53333333,0.35643834226271687,17734
"Total","Tyler Alexander","DET",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17735
"Total","Drew Smith","NYM",11,24,4.2631579,3,0,0,3,3,1,3,0,0,8,0.15,0.25,0.3,0.24604682127634683,17755
"Total","Jose Alvarado","PHI",10,29,8.52631579,7,1,0,6,6,0,3,2,0,11,0.28,0.34482759,0.32,0.2688070800569322,17780
"Total","Jake Brentz","KCR",4,13,18,2,0,0,4,4,0,5,0,0,3,0.28571429,0.58333333,0.28571429,0.43495561679204303,17783
"Total","Dillon Tate","BAL",18,39,4.09090909,5,2,0,6,5,0,3,2,1,6,0.15151515,0.23076923,0.21212121,0.17801370330758998,17796
"Total","Dennis Santana","TEX",15,30,1.28571429,8,3,0,4,1,0,1,0,0,1,0.28571429,0.3,0.39285714,0.2964927395184835,17878
"Total","Trent Thornton","TOR",4,8,4.5,3,0,0,1,1,0,0,0,0,1,0.375,0.375,0.375,0.33168455958366394,17948
"Total","Brock Burke","TEX",8,20,0,1,0,0,1,0,0,4,0,0,4,0.06666667,0.26315789,0.06666667,0.19183571715103953,17968
"Total","Triston McKenzie","CLE",1,5,6.75000002,1,1,0,1,1,0,0,0,0,1,0.25,0.25,0.5,0.31518539786338806,18000
"Total","Phil Maton","HOU",12,25,2.84210526,5,0,0,2,2,0,2,1,0,6,0.22727273,0.29166667,0.22727273,0.2222851048345151,18064
"Total","Cody Stashak","MIN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18088
"Total","Ryan Helsley","STL",14,39,1.63636364,3,1,0,3,2,1,4,0,0,13,0.08571429,0.17948718,0.2,0.17875563487028465,18138
"Total","Anthony Misiewicz","SEA",3,2,27.00000027,1,1,0,1,1,0,0,0,0,0,0.5,0.5,1,0.6303707957267761,18152
"Total","Art Warren","CIN",12,23,18.69230771,8,1,1,9,9,2,2,0,1,3,0.4,0.47826087,0.85,0.549192146114681,18251
"Total","Jarlin Garcia","SFG",6,12,6.74999999,3,1,0,4,2,1,2,0,0,2,0.3,0.41666667,0.7,0.4659397105375926,18282
"Total","Tyler Kinley","COL",7,19,1.58823529,2,0,0,1,1,0,0,0,0,7,0.10526316,0.10526316,0.10526316,0.09310443777787059,18297
"Total","Taylor Hearn","TEX",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18325
"Total","Josh Staumont","KCR",11,35,8.59090909,7,1,0,7,7,0,6,0,0,9,0.25925926,0.37142857,0.2962963,0.3059506927217756,18335
"Total","Jaime Barria","LAA",2,3,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0.66666667,0.66666667,0.589661439259847,18356
"Total","Scott Effross","CHC",8,19,8.10000001,5,0,0,6,3,0,2,1,0,4,0.33333333,0.38888889,0.33333333,0.3007386712466969,18384
"Total","Enyel De Los Santos","CLE",6,10,3.375,1,1,0,1,1,0,1,0,0,2,0.125,0.2,0.25,0.19508382081985473,18403
"Total","Trevor Kelley","MIL",5,5,0,2,0,0,1,0,0,0,0,0,1,0.4,0.4,0.4,0.3537968635559082,18454
"Total","Junior Fernandez","STL",2,6,0,1,0,0,0,0,0,0,0,0,1,0.16666667,0.16666667,0.16666667,0.14741535981496176,18496
"Total","Josh Rogers","WSN",2,3,18,0,0,0,2,2,0,0,0,0,0,0,0,0,0,18510
"Total","Phil Bickford","LAD",1,1,54.00000054,0,0,0,2,2,0,0,0,0,0,0,0,0,0,18519
"Total","Sam Hentges","CLE",3,7,0,2,0,0,0,0,0,1,0,0,1,0.33333333,0.42857143,0.33333333,0.351297276360648,18548
"Total","Logan Allen","CLE",1,2,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.44224607944488525,18555
"Total","Travis Lakins Sr.","BAL",1,2,54.00000054,2,1,0,2,2,0,0,0,0,0,1,1,1.5,1.0726168751716614,18600
"Total","A.J. Minter","ATL",16,31,2.07692308,6,0,0,5,2,1,1,0,1,10,0.23076923,0.26666667,0.34615385,0.26332858999570213,18655
"Total","Kolby Allard","TEX",2,2,9,0,0,0,1,1,0,0,0,0,1,0,0,0,0,18694
"Total","Dillon Peters","PIT",7,16,11.25,1,0,0,5,5,0,4,0,0,1,0.09090909,0.33333333,0.09090909,0.24299190839131674,18790
"Total","Drew Steckenrider","SEA",9,16,7.36363636,5,2,0,3,3,0,0,0,0,2,0.3125,0.3125,0.4375,0.323434978723526,18806
"Total","Tommy Nance","MIA",2,4,6.75000002,1,0,0,1,1,0,0,0,0,3,0.25,0.25,0.25,0.22112303972244263,19178
"Total","Kirby Snead","OAK",4,7,0,0,0,0,0,0,0,1,0,0,2,0,0.14285714,0,0.09858523096357073,19179
"Total","Jose Quijada","LAA",6,12,4.5,3,2,0,2,1,0,3,1,0,1,0.33333333,0.5,0.55555556,0.43510623411698773,19200
"Total","Seranthony Dominguez","PHI",14,24,4.05,4,1,0,3,3,1,1,0,0,11,0.17391304,0.20833333,0.34782609,0.24106966952482858,19249
"Total","Taylor Widener","ARI",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19266
"Total","Trevor Richards","TOR",8,11,20.24999997,3,1,0,6,6,1,1,0,0,2,0.3,0.36363636,0.7,0.44556180997328326,19309
"Total","Matthew Festa","SEA",4,8,7.71428573,2,0,0,3,2,0,0,0,0,3,0.25,0.25,0.25,0.22112303972244263,19330
"Total","A.J. Puk","OAK",6,11,4.5,1,1,0,1,1,0,2,0,1,2,0.14285714,0.4,0.28571429,0.33623855710029604,19343
"Total","Keegan Akin","BAL",7,19,3.375,0,0,0,2,2,0,3,0,0,7,0,0.15789474,0,0.10896262369657818,19362
"Total","Colin Poche","TBR",10,25,0,2,0,0,3,0,0,3,0,1,5,0.1,0.24,0.1,0.18242899656295777,19403
"Total","Ronel Blanco","HOU",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19407
"Total","Yohan Ramirez","SEA",3,9,13.5,1,0,0,3,3,1,2,0,0,3,0.14285714,0.33333333,0.57142857,0.3828936417897542,19444
"Total","Michael Rucker","CHC",4,8,13.50000003,2,1,0,3,2,0,2,0,0,2,0.33333333,0.5,0.5,0.4406783729791641,19454
"Total","Zach Jackson","OAK",16,34,6.48,6,1,0,6,6,0,6,1,1,11,0.22222222,0.38235294,0.25925926,0.2986404913844484,19493
"Total","Cam Vieaux","PIT",2,6,6.75000002,2,1,0,1,1,0,0,0,1,2,0.4,0.5,0.6,0.47778074940045673,19529
"Total","Jimmy Lambert","CHW",1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,19541
"Total","David Bednar","PIT",18,60,4.8,12,5,0,9,8,2,4,1,0,19,0.21428571,0.26666667,0.41071429,0.2869179269014779,19569
"Total","Sean Poppen","ARI",6,7,5.39999999,2,0,1,2,1,0,0,0,0,2,0.33333333,0.28571429,0.66666667,0.35483688967568533,19583
"Total","Cionel Perez","BAL",14,27,2.84210526,6,0,0,3,2,0,3,1,0,6,0.26086957,0.33333333,0.26086957,0.257197930262639,19614
"Total","Matt Foster","CHW",6,12,3,3,1,0,3,1,0,1,0,0,2,0.27272727,0.33333333,0.36363636,0.309985210498174,19647
"Total","Gregory Soto","DET",20,46,3.17647059,5,0,1,7,4,0,6,0,2,12,0.13513514,0.2826087,0.18918919,0.2330612151519112,19677
"Total","Matt Swarmer","CHC",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19705
"Total","Anthony Bender","MIA",10,23,12.6,6,0,0,7,7,3,2,0,1,5,0.3,0.39130435,0.75,0.47620300365530926,19742
"Total","Jonathan Loaisiga","NYY",10,25,9.52941176,5,0,0,6,6,1,4,0,0,10,0.23809524,0.36,0.38095238,0.3345681858062744,19753
"Total","Reiver Sanmartin","CIN",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19754
"Total","Will Vest","DET",3,4,5.39999999,0,0,0,1,1,0,0,0,0,2,0,0,0,0,19769
"Total","Jacob Lemoine","OAK",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.8844921588897705,19785
"Total","Anthony Castro","CLE",1,2,36,2,0,0,4,4,1,0,0,0,0,1,1,2.5,1.4751708507537842,19789
"Total","Keegan Thompson","CHC",5,13,4.9090909,2,1,0,2,2,0,1,0,0,5,0.16666667,0.23076923,0.25,0.2181023359298706,19795
"Total","Wil Crowe","PIT",15,41,11.57142858,9,2,0,13,12,0,5,0,0,5,0.26470588,0.35,0.32352941,0.30408528447151184,19800
"Total","Bryan Baker","BAL",8,21,2.07692308,7,1,0,3,1,0,1,0,0,6,0.35,0.38095238,0.4,0.34560910293034147,19804
"Total","Daniel Castano","MIA",1,2,0,1,1,0,1,0,0,0,0,0,0,1,1,2,1.2607415914535522,19805
"Total","Michael King","NYY",16,38,4.21875,4,0,0,6,5,2,4,1,0,17,0.12121212,0.21052632,0.3030303,0.2154317095473006,19853
"Total","Tanner Houck","BOS",8,23,4.76470588,4,1,0,3,3,1,2,1,1,9,0.2,0.30434783,0.4,0.29577830975705927,19879
"Total","Alex Lange","DET",15,33,3.85714286,9,1,1,3,3,0,5,0,0,7,0.32142857,0.42424242,0.42857143,0.37884957140142267,19883
"Total","Corbin Martin","ARI",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19884
"Total","Clarke Schmidt","NYY",5,23,1.35,1,1,0,3,1,0,4,2,0,4,0.05263158,0.2173913,0.10526316,0.12575880118778773,19899
"Total","Adonis Medina","NYM",2,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,19903
"Total","Jose Suarez","LAA",1,4,0,1,0,0,0,0,0,1,0,0,1,0.33333333,0.5,0.33333333,0.3936471939086914,19911
"Total","Tony Santillan","CIN",14,37,8.59090909,10,3,0,8,7,0,3,0,2,6,0.33333333,0.41666667,0.43333333,0.374635034137302,19926
"Total","Trevor Stephan","CLE",11,21,7.71428571,6,2,0,5,4,0,1,0,0,7,0.3,0.33333333,0.4,0.3214070683433896,19932
"Total","Tyson Miller","TEX",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19976
"Total","Bryse Wilson","PIT",1,4,0,0,0,0,3,0,0,1,0,0,1,0,0.25,0,0.17252415418624878,19990
"Total","Joel Kuhnel","CIN",4,7,22.5,2,0,0,5,5,2,1,0,0,0,0.33333333,0.42857143,1.33333333,0.6888279574257987,19995
"Total","Dylan Lee","ATL",2,5,0,1,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.1768984317779541,19996
"Total","John Schreiber","BOS",15,27,0,1,0,0,0,0,0,2,0,0,14,0.04,0.11111111,0.04,0.08387723675480595,20020
"Total","Ronald Bolanos","KCR",1,8,4.5,2,0,0,1,1,0,0,0,1,2,0.28571429,0.375,0.28571429,0.31130438297986984,20041
"Total","Miguel Sanchez","MIL",2,7,0,2,0,0,1,0,0,2,2,0,0,0.5,0.57142857,0.5,0.3537968635559082,20074
"Total","Calvin Faucher","TBR",2,3,27.00000027,1,0,0,1,1,0,1,0,0,0,0.5,0.66666667,0.5,0.5248629252115885,20116
"Total","Adam Oller","OAK",1,4,9,0,0,0,2,1,0,0,0,0,0,0,0,0,0,20132
"Total","Nick Nelson","PHI",5,9,18,3,2,0,3,2,0,2,0,0,1,0.6,0.55555556,1,0.5317965083652072,20153
"Total","Zach Pop","MIA",2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20185
"Total","Garrett Whitlock","BOS",2,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20191
"Total","Eli Morgan","CLE",10,27,5.68421053,7,1,1,8,4,2,0,0,0,6,0.28,0.25925926,0.64,0.35723271193327727,20203
"Total","Mike Baumann","BAL",5,8,21.59999996,1,1,0,4,4,0,2,0,1,0,0.2,0.5,0.4,0.42029819637537,20206
"Total","Jake Walsh","STL",1,1,9,1,0,0,1,1,0,0,0,0,0,1,1,1,0.8844921588897705,20227
"Total","Zach Logue","OAK",1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6900966167449951,20231
"Total","Griffin Jax","MIN",8,12,2.07692308,2,0,0,2,1,0,0,0,0,1,0.2,0.18181818,0.2,0.16081675616177646,20253
"Total","David Peterson","NYM",2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20302
"Total","Steven Wilson","SDP",10,25,6.35294117,5,1,0,4,4,1,4,0,0,5,0.23809524,0.36,0.42857143,0.3496181631088257,20353
"Total","Brusdar Graterol","LAD",15,29,15,7,3,0,10,10,2,3,1,2,3,0.31818182,0.4137931,0.72727273,0.44664296082087923,20367
"Total","Andres Munoz","SEA",9,25,11.81250001,7,0,0,8,7,2,4,2,1,7,0.35,0.48,0.65,0.4632958199666894,20373
"Total","Josh Fleming","TBR",3,9,10.79999998,2,1,0,4,2,0,1,0,0,0,0.28571429,0.33333333,0.42857143,0.31503670745425755,20418
"Total","Jovani Moran","MIN",3,3,0,0,0,0,0,0,0,1,0,0,1,0,0.33333333,0,0.23003220558166504,20422
"Total","Kyle Nelson","ARI",9,16,3.6,3,2,0,3,2,0,1,0,0,2,0.2,0.25,0.33333333,0.2560044974088669,20515
"Total","Nick Sandlin","CLE",12,40,2,2,0,0,3,2,0,14,2,0,4,0.07692308,0.4,0.07692308,0.2644774662820916,20517
"Total","Kutter Crawford","BOS",3,5,18,2,0,0,3,2,0,0,0,0,2,0.4,0.4,0.4,0.3537968635559082,20531
"Total","Edwin Uceta","ARI",1,2,9,0,0,0,1,1,0,1,0,1,0,0,1,0,0.7057736814022064,20539
"Total","Felix Bautista","BAL",12,19,1.8,3,1,0,3,1,0,2,0,0,4,0.2,0.26315789,0.26666667,0.23210100751174123,20666
"Total","Oliver Ortega","LAA",10,20,11.81250001,4,0,0,7,7,0,3,0,0,3,0.25,0.36842105,0.25,0.29517149925231934,21025
"Total","Jhoan Duran","MIN",17,50,1.17391304,4,0,0,2,2,0,2,1,3,16,0.09090909,0.18,0.09090909,0.13045749980576185,21029
"Total","Emmanuel Clase","CLE",19,57,1.22727273,10,2,0,5,2,0,3,1,0,11,0.18867925,0.23214286,0.22641509,0.19959297613664106,21032
"Total","Seth Martinez","HOU",1,4,26.99999987,1,0,0,3,2,1,1,1,0,1,0.5,0.66666667,2,1.032924771308899,21045
"Total","Nick Vespi","BAL",1,7,0,1,0,0,0,0,0,1,1,0,3,0.16666667,0.28571429,0.16666667,0.14741535981496176,21093
"Total","Miguel Yajure","PIT",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21111
"Total","Alexis Diaz","CIN",12,24,3,3,1,0,3,2,0,3,0,0,7,0.15,0.25,0.2,0.21250065664450327,21132
"Total","Dany Jimenez","OAK",10,32,12.78947369,7,2,0,11,9,0,5,1,0,6,0.26923077,0.375,0.34615385,0.3130429175592238,21170
"Total","Connor Brogdon","PHI",4,8,0,1,0,0,0,0,0,0,0,0,1,0.125,0.125,0.125,0.11056151986122131,21205
"Total","Jake Bird","COL",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21267
"Total","Lucas Gilbreath","COL",6,7,0,2,0,0,0,0,0,0,0,1,1,0.4,0.42857143,0.4,0.3557764376912798,21290
"Total","Parker Mushinski","HOU",1,1,9,1,1,0,1,1,0,0,0,0,0,1,1,2,1.2607415914535522,21324
"Total","Bennett Sousa","CHW",6,7,4.5,0,0,0,1,1,0,0,0,1,1,0,0.14285714,0,0.10306439229420253,21345
"Total","Yerry De Los Santos","PIT",5,9,5.39999999,3,0,0,2,1,0,1,0,0,0,0.375,0.44444444,0.375,0.3715081214904785,21420
"Total","Davis Martin","CHW",2,7,27,3,0,0,3,3,0,1,0,0,1,0.6,0.66666667,0.6,0.5572621822357178,21448
"Total","Sean Hjelle","SFG",1,1,0,1,0,0,2,0,0,0,0,0,0,1,1,1,0.8844921588897705,21481
"Total","Jake Cousins","MIL",4,8,20.25000005,3,1,0,3,3,1,0,0,1,3,0.42857143,0.5,1,0.6165667548775673,21620
"Total","Camilo Doval","SFG",15,50,3.97058824,9,1,0,9,5,1,7,0,1,17,0.225,0.34693878,0.325,0.30755435325661484,21992
"Total","Angel Rondon","STL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22036
"Total","John King","TEX",11,34,11.57142857,10,2,0,11,9,2,3,3,0,6,0.32258065,0.38235294,0.58064516,0.3858108135961717,22051
"Total","Aaron Fletcher","PIT",1,3,0,1,0,0,0,0,0,0,0,1,0,1,0.66666667,1,0.5353143016497294,22052
"Total","Max Kranick","PIT",2,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22175
"Total","MacKenzie Gore","SDP",1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22201
"Total","Dylan Coleman","KCR",7,16,4.5,0,0,0,2,2,0,5,1,1,4,0,0.375,0,0.2321224808692932,22276
"Total","Joe Barlow","TEX",11,23,9.52941176,4,0,1,8,6,2,2,0,0,6,0.21052632,0.26086957,0.63157895,0.3476413281067558,22296
"Total","Colin Holderman","NYM",1,2,0,1,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.44224607944488525,22361
"Total","Logan Gillaspie","BAL",1,1,9,1,0,0,1,1,0,0,0,0,0,1,1,1,0.8844921588897705,22461
"Total","Johan Oviedo","STL",2,4,13.49999993,2,1,0,1,1,0,0,0,0,1,0.5,0.5,0.75,0.5363084375858307,22487
"Total","Francisco Morales","PHI",1,3,0,0,0,0,1,0,0,1,0,0,0,0,0.33333333,0,0.23003220558166504,22913
"Total","Packy Naughton","STL",2,3,9,1,0,0,1,1,0,0,0,0,1,0.33333333,0.33333333,0.33333333,0.2948307196299235,23292
"Total","Collin Snider","KCR",12,20,12.70588235,7,2,0,8,8,1,0,0,0,2,0.35,0.35,0.6,0.4062650680541992,23307
"Total","JP Sears","NYY",1,3,0,0,0,0,0,0,0,1,0,0,1,0,0.33333333,0,0.23003220558166504,23429
"Total","Brandon Hughes","CHC",4,13,3,2,0,0,1,1,0,3,2,0,4,0.2,0.38461538,0.2,0.2235528122295033,23460
"Total","Ron Marinaccio","NYY",1,4,0,0,0,0,0,0,0,1,0,0,1,0,0.25,0,0.17252415418624878,23488
"Total","Aaron Ashby","MIL",2,8,16.19999997,3,0,0,3,3,0,0,0,0,2,0.375,0.375,0.375,0.33168455958366394,23550
"Total","Justin Bruihl","LAD",5,9,10.79999998,1,0,0,3,2,0,1,0,2,0,0.5,0.66666667,0.5,0.5029150446256002,23779
"Total","Josh Winder","MIN",2,4,26.99999987,1,1,0,2,2,0,0,0,1,0,0.5,0.5,1,0.4955480843782425,24606
"Total","Ethan Roberts","CHC",3,8,13.50000003,1,1,0,2,2,0,3,0,0,1,0.2,0.5,0.4,0.4163789302110672,24930
"Total","Andrew Wantz","LAA",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24933
"Total","Austin Warren","LAA",3,5,0,2,0,0,0,0,0,1,1,0,1,0.5,0.6,0.5,0.44224607944488525,24937
"Total","Alex Vesia","LAD",8,18,8.30769231,3,0,0,5,4,0,2,0,0,7,0.21428571,0.29411765,0.21428571,0.2372746888329001,25007
"Total","Penn Murfee","SEA",2,3,13.49999993,2,1,0,1,1,0,0,0,0,0,0.66666667,0.66666667,1,0.7150779167811075,25174
"Total","Yennier Cano","MIN",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25911
"Total","Zack Thompson","STL",2,3,0,2,1,0,1,0,0,0,0,0,1,0.66666667,0.66666667,1,0.7150779167811075,25918
"Total","Andre Pallante","STL",7,9,0,1,0,0,0,0,0,4,0,0,3,0.2,0.55555556,0.2,0.4049865139855279,26108
"Total","Spencer Strider","ATL",4,6,27,2,0,0,3,3,0,1,0,0,1,0.4,0.5,0.4,0.40984682242075604,27498
"Total","Hirokazu Sawamura","BOS",3,4,0,0,0,0,1,0,0,1,1,0,1,0,0.25,0,0,27515
"Total","Robert Suarez","SDP",12,26,7.94117647,5,0,0,6,5,1,4,0,1,3,0.23809524,0.38461538,0.38095238,0.34944828427754915,30115
