Season,Name,Tm,G,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
"Total","Mike Wright Jr.","BAL",3,3,53.99999973,1,0,0,4,4,1,0,0,0,2,0.33333333,0.33333333,1.33333333,0.6465120315551758,12586
"Total","Roenis Elias","2 Tms",21,59,6.75,15,3,0,11,10,3,4,1,0,13,0.28301887,0.32758621,0.50943396,0.33975350543072347,12673
"Total","Ryne Harper","MIN",19,28,9,8,2,0,8,6,2,1,0,1,4,0.33333333,0.37037037,0.66666667,0.41482741082156144,12680
"Total","Adrian Houser","MIL",4,21,1.58823529,2,0,0,1,1,0,3,1,0,4,0.125,0.23809524,0.125,0.1559901773929596,12718
"Total","Rafael Montero","TEX",7,25,2.57142857,6,0,0,2,2,1,1,0,0,2,0.25,0.28,0.375,0.2791146779060364,12760
"Total","Chris Devenski","HOU",7,23,5.0625,3,2,0,3,3,0,4,0,0,8,0.15789474,0.30434783,0.26315789,0.26365711637165234,12763
"Total","Jairo Diaz","COL",22,51,7.10526316,11,1,2,10,10,3,5,0,0,12,0.24444444,0.31372549,0.55555556,0.35083945475372613,12774
"Total","John Brebbia","STL",14,30,12.70588235,7,1,0,8,8,1,6,1,0,7,0.29166667,0.43333333,0.45833333,0.3777830744611806,12777
"Total","Sam Gaviglio","TOR",7,9,27,2,1,0,6,6,0,2,0,0,2,0.33333333,0.44444444,0.5,0.3852067192395528,12778
"Total","Burch Smith","2 Tms",5,17,0,3,1,0,1,0,0,4,2,0,5,0.23076923,0.41176471,0.30769231,0.2890978495279948,12784
"Total","Cody Anderson","CLE",1,2,0,1,1,0,0,0,0,0,0,0,0,0.5,0.5,1,0.608332097530365,12799
"Total","Noe Ramirez","LAA",4,9,9,4,0,1,2,2,0,0,0,0,1,0.44444444,0.44444444,0.66666667,0.4597596923510234,12800
"Total","Matt Wisler","2 Tms",10,30,15.88235293,8,1,0,10,10,2,4,0,0,9,0.30769231,0.4,0.57692308,0.4068316916624705,12804
"Total","Andrew Kittredge","TBR",4,7,0,0,0,0,0,0,0,1,0,0,1,0,0.14285714,0,0.09861350059509277,12828
"Total","Shawn Armstrong","2 Tms",21,58,7.29729729,15,2,0,10,10,1,7,0,0,14,0.30612245,0.37931034,0.40816327,0.3386243663985154,12857
"Total","Matt Barnes","BOS",44,104,5.55882353,23,3,0,15,14,3,13,1,1,39,0.25555556,0.35576923,0.38888889,0.32286091684137735,12863
"Total","Danny Hultzen","CHC",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.8696072697639465,12874
"Total","Alex Claudio","MIL",26,31,7.875,7,1,0,7,7,1,3,1,0,5,0.25925926,0.33333333,0.40740741,0.3063732981681824,12890
"Total","Ken Giles","TOR",28,83,2.25,17,5,0,5,5,2,9,1,0,33,0.22972973,0.31325301,0.37837838,0.29488807189755323,12910
"Total","Archie Bradley","ARI",29,89,3.375,16,3,1,10,8,1,9,0,4,22,0.22222222,0.33333333,0.33333333,0.29624986580048485,12918
"Total","Gabriel Ynoa","BAL",6,11,18,3,1,0,6,6,1,0,0,0,2,0.27272727,0.27272727,0.63636364,0.3659825054082004,12938
"Total","Joe Ross","WSN",5,16,36,9,4,0,8,8,1,2,0,0,2,0.64285714,0.6875,1.14285714,0.7290756851434708,12972
"Total","Andrew Chafin","ARI",30,54,5.68421052,12,0,0,9,8,2,6,0,0,23,0.25531915,0.33962264,0.38297872,0.3154134323012154,12988
"Total","Colten Brewer","BOS",12,25,5.0625,9,3,0,3,3,0,2,0,0,3,0.42857143,0.45833333,0.57142857,0.427009383837382,12997
"Total","Robby Scott","ARI",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13042
"Total","Reymin Guduan","HOU",1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,1.21666419506073,13058
"Total","Wei-Yin Chen","MIA",5,9,16.19999997,5,1,0,3,3,2,0,0,0,2,0.55555556,0.55555556,1.33333333,0.7594389915466309,13071
"Total","Derek Law","TOR",18,54,8.18181818,12,4,0,10,10,1,10,2,0,8,0.27906977,0.41509434,0.44186047,0.36109411365845623,13133
"Total","Kyle Crick","PIT",22,61,13.13513514,18,1,1,20,18,5,8,0,2,15,0.36,0.45901639,0.72,0.4749152122950945,13182
"Total","Adalberto Mejia","2 Tms",9,19,17.18181817,6,2,1,7,7,2,3,0,0,3,0.4,0.47368421,1.06666667,0.567468778083199,13188
"Total","Joe Biagini","2 Tms",20,42,4.5,7,1,1,6,5,1,5,3,0,13,0.18918919,0.28571429,0.35135135,0.24472394356360802,13194
"Total","Ross Stripling","LAD",4,10,13.5,1,1,0,3,3,0,3,0,0,2,0.14285714,0.4,0.28571429,0.3287547707557678,13273
"Total","Matt Carasiti","SEA",1,5,0,0,0,0,0,0,0,2,0,0,1,0,0.4,0,0.27611780166625977,13276
"Total","Jesse Hahn","KCR",1,5,13.49999993,1,1,0,1,1,0,2,1,0,2,0.33333333,0.6,0.66666667,0.47673967480659485,13287
"Total","James Pazos","COL",1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13323
"Total","Adrian Sampson","TEX",7,13,4.9090909,1,0,0,2,2,0,2,0,0,4,0.09090909,0.23076923,0.09090909,0.17309202139194196,13339
"Total","Luis Cessa","NYY",10,22,0,2,0,0,2,0,0,3,0,0,8,0.11111111,0.22727273,0.11111111,0.17318627509203824,13345
"Total","Cam Bedrosian","LAA",18,41,5.72727273,8,0,0,9,7,2,2,0,0,11,0.20512821,0.24390244,0.35897436,0.25554401990843983,13360
"Total","Steven Matz","NYM",1,4,0,2,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.43480363488197327,13361
"Total","Dylan Floro","LAD",16,36,6.75,12,3,0,6,5,1,3,2,0,8,0.38709677,0.44117647,0.58064516,0.41364629194140434,13394
"Total","Sam Selman","SFG",2,4,54.00000054,2,0,0,2,2,1,1,0,0,1,0.66666667,0.75,1.66666667,0.8748594671487808,13397
"Total","Felix Pena","LAA",6,12,19.28571431,2,1,0,7,5,0,1,0,0,4,0.2,0.25,0.3,0.2313804974158605,13403
"Total","Drew VerHagen","DET",7,15,8.30769231,2,1,0,4,4,1,1,1,1,4,0.16666667,0.26666667,0.5,0.2768154442310333,13424
"Total","Mike Morin","2 Tms",14,32,8.52631578,10,1,0,6,6,1,4,0,1,2,0.4,0.48387097,0.56,0.4384984643228592,13442
"Total","Taylor Rogers","MIN",37,124,4.65517241,29,6,0,15,15,4,7,2,3,34,0.26126126,0.32231405,0.42342342,0.3125192267554147,13449
"Total","Lucas Sims","CIN",3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13470
"Total","Connor Sadzeck","SEA",3,5,6.75000002,1,0,0,1,1,1,0,0,0,1,0.2,0.2,0.8,0.3879072189331055,13483
"Total","Sam Tuivailala","SEA",8,11,6,1,0,1,2,2,0,1,0,0,5,0.11111111,0.18181818,0.33333333,0.20175544782118363,13485
"Total","Brandon Brennan","SEA",18,49,10.02857143,9,2,0,14,13,2,7,2,0,11,0.225,0.32653061,0.425,0.3002533925340531,13527
"Total","Matt Bowman","CIN",2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13528
"Total","Roman Quinn","PHI",1,8,6.75000002,2,0,0,1,1,0,3,1,0,0,0.4,0.625,0.4,0.4456862211227417,13546
"Total","Richard Rodriguez","PIT",18,41,7.2,8,0,0,9,8,2,2,0,0,5,0.20512821,0.24390244,0.35897436,0.25554401990843983,13549
"Total","Robert Stephenson","CIN",16,29,9,7,0,0,7,7,3,1,1,0,6,0.25,0.27586207,0.57142857,0.3320370486804417,13594
"Total","Carl Edwards Jr.","CHC",7,11,27,4,1,0,6,6,2,1,0,1,2,0.44444444,0.54545455,1.22222222,0.6704412807117809,13607
"Total","Taylor Guerrieri","TEX",3,5,0,1,0,1,1,0,0,0,0,0,0,0.2,0.2,0.6,0.30580308437347414,13616
"Total","Josh D. Smith","MIA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13629
"Total","Clay Holmes","PIT",6,14,23.14285718,3,0,0,10,6,1,2,0,1,3,0.27272727,0.42857143,0.54545455,0.41275396943092346,13649
"Total","John Gant","STL",23,50,6.75,8,1,1,9,9,0,11,0,0,6,0.20512821,0.38,0.28205128,0.3111312556266785,13684
"Total","Nick Goody","CLE",14,31,7.04347826,6,0,1,8,6,3,3,0,0,8,0.22222222,0.29032258,0.62962963,0.35992650831899337,13685
"Total","Sal Romano","CIN",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13690
"Total","Robert Gsellman","NYM",23,45,11.25,8,4,0,15,15,1,3,0,1,6,0.2,0.26666667,0.375,0.271224758360121,13696
"Total","Jake Faria","2 Tms",3,7,0,1,0,0,0,0,0,2,0,0,0,0.2,0.42857143,0.2,0.3214566111564636,13699
"Total","Kyle Barraclough","2 Tms",15,32,4.76470589,10,1,0,5,3,1,3,0,1,6,0.37037037,0.4375,0.51851852,0.40322368405759335,13713
"Total","Max Fried","ATL",1,3,0,0,0,0,0,0,0,2,0,0,0,0,0.66666667,0,0.4601963361104329,13743
"Total","Tyler Duffey","MIN",16,36,0.96428571,5,2,0,2,1,0,2,0,1,12,0.15625,0.22857143,0.21875,0.20405586106436593,13758
"Total","Chris Stratton","PIT",4,19,0,3,1,0,3,0,0,5,0,0,2,0.21428571,0.42105263,0.28571429,0.33722901344299316,13761
"Total","Dominic Leone","STL",5,15,0,2,0,0,3,0,1,3,1,0,4,0.16666667,0.33333333,0.41666667,0.2992665980543409,13763
"Total","Roberto Osuna","HOU",34,110,4.10126582,23,4,0,13,12,3,6,0,2,31,0.23,0.28440367,0.36,0.27687321343553173,13764
"Total","Zach Eflin","PHI",1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13774
"Total","Daniel Stumpf","DET",17,25,7.2,8,1,1,5,4,0,3,0,0,6,0.38095238,0.44,0.52380952,0.40136826992034913,13780
"Total","Matt Strahm","SDP",9,18,9,4,0,0,5,5,0,2,1,0,3,0.25,0.33333333,0.25,0.24521903430714326,13799
"Total","Austin Adams","SEA",8,19,7.2,3,0,0,4,4,0,3,0,0,8,0.1875,0.31578947,0.1875,0.24630028009414673,13801
"Total","Walker Lockett","NYM",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.8696072697639465,13804
"Total","Alec Mills","CHC",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13834
"Total","Paul Sewald","NYM",5,4,36,1,0,0,4,4,1,0,0,0,0,0.25,0.25,1,0.48488402366638184,13892
"Total","Chris Flexen","NYM",2,13,21.59999996,4,3,0,4,4,0,4,1,0,1,0.44444444,0.61538462,0.77777778,0.5492069472869238,13896
"Total","Scott Oberg","COL",22,75,1.44642857,14,0,1,7,3,1,8,2,0,17,0.20895522,0.29333333,0.28358209,0.24720007916019388,13911
"Total","Brent Suter","MIL",3,7,0,1,0,0,0,0,0,1,0,0,1,0.16666667,0.28571429,0.16666667,0.22284311056137085,13942
"Total","Tim Peterson","NYM",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13946
"Total","Ryan Dull","NYY",1,3,18,1,1,0,2,2,0,2,0,0,0,1,1,2,0.8657510677973429,13974
"Total","Michael Wacha","STL",1,2,13.49999993,1,1,0,1,1,0,0,0,0,0,0.5,0.5,1,0.608332097530365,14078
"Total","Branden Kline","BAL",11,23,15.88235293,6,1,0,10,10,3,2,0,0,6,0.3,0.36363636,0.8,0.46159436485984107,14101
"Total","Kevin Gausman","CIN",4,12,3.85714286,3,1,0,1,1,0,2,1,0,3,0.3,0.41666667,0.4,0.3314702944322066,14107
"Total","Chris Mazza","NYM",1,7,18,4,2,0,2,2,0,0,0,1,0,0.66666667,0.71428571,1,0.698822694165366,14151
"Total","Kyle Zimmer","KCR",2,2,54.00000054,0,0,0,2,2,0,1,0,0,0,0,0.5,0,0.3451472520828247,14169
"Total","Josh Hader","MIL",38,111,3.76744186,15,2,0,14,12,8,11,0,2,57,0.15306122,0.25225225,0.41836735,0.282246170280216,14212
"Total","Ray Black","MIL",3,2,108.00000108,1,0,0,4,4,1,0,0,0,0,0.5,0.5,2,0.9697680473327637,14244
"Total","Brian Johnson","BOS",2,8,9,3,2,0,1,1,0,2,2,0,1,0.5,0.625,0.83333333,0.5504892766475677,14272
"Total","Luke Bard","LAA",8,18,9.64285714,4,1,0,6,5,1,1,1,0,4,0.23529412,0.27777778,0.47058824,0.2879655781914206,14288
"Total","Wandy Peralta","2 Tms",10,18,10.38461539,3,0,0,5,5,2,2,0,0,3,0.1875,0.27777778,0.5625,0.3405149148570167,14295
"Total","Williams Jerez","2 Tms",3,11,4.5,3,1,0,1,1,1,2,0,0,2,0.33333333,0.45454545,0.77777778,0.49149059707468207,14338
"Total","Amir Garrett","CIN",30,47,6.54545455,9,1,0,10,8,2,6,1,1,14,0.225,0.34042553,0.4,0.31487105333286786,14375
"Total","Wei-Chung Wang","OAK",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14382
"Total","Adam Conley","MIA",19,52,16.61538461,14,3,0,17,16,1,9,3,3,3,0.38888889,0.53061224,0.55555556,0.44750035197838495,14457
"Total","J.B. Wendelken","OAK",6,18,4.15384616,2,0,1,2,2,0,3,2,0,3,0.14285714,0.29411765,0.28571429,0.2059278130531311,14506
"Total","Randy Rosario","2 Tms",4,3,27.00000027,1,1,0,1,1,0,1,0,0,0,0.5,0.66666667,1,0.6356528997421265,14508
"Total","Dereck Rodriguez","SFG",2,12,10.12499999,3,0,0,3,3,1,1,0,0,3,0.27272727,0.33333333,0.54545455,0.3640870948632558,14509
"Total","Jose Leclerc","TEX",27,84,7.71428571,16,5,0,16,16,3,14,1,1,21,0.24615385,0.38271605,0.46153846,0.3568978987634182,14524
"Total","Jorge Lopez","KCR",6,14,6.74999999,4,1,0,3,2,0,2,0,0,5,0.33333333,0.42857143,0.41666667,0.3718625009059906,14527
"Total","Carlos Estevez","COL",21,43,4.09090909,7,1,0,5,5,0,4,0,0,11,0.18918919,0.26190476,0.21621622,0.2189401388168335,14542
"Total","Jose Ruiz","CHW",7,24,16.20000002,10,1,0,6,6,0,3,1,1,4,0.52631579,0.60869565,0.57894737,0.5064970254898071,14552
"Total","James Hoyt","CLE",1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14605
"Total","Rowan Wick","CHC",12,27,6.13636364,1,0,0,5,5,0,5,1,0,9,0.04761905,0.23076923,0.04761905,0.14523141145706175,14646
"Total","Jandel Gustave","SFG",7,11,3.85714286,3,0,0,3,1,0,1,0,0,1,0.3,0.36363636,0.3,0.29991966485977173,14665
"Total","Dillon Maples","CHC",3,5,0,0,0,0,0,0,0,4,0,0,0,0,0.8,0,0.5522356033325195,14672
"Total","Duane Underwood Jr.","CHC",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14677
"Total","Luis Perdomo","SDP",11,24,18,9,0,0,8,8,2,4,0,0,3,0.47368421,0.56521739,0.78947368,0.5533696127974469,14682
"Total","Keone Kela","PIT",13,33,6.75,9,2,0,6,6,3,1,0,0,7,0.28125,0.3030303,0.625,0.37638364416180237,14696
"Total","Edwin Diaz","NYM",34,94,6.75,23,6,0,16,16,4,7,3,2,35,0.2804878,0.34408602,0.5,0.33958482146263125,14710
"Total","Ty Buttrey","LAA",34,84,9,21,3,0,21,19,2,6,0,2,20,0.28378378,0.3452381,0.40540541,0.32170214255650836,14719
"Total","Paul Blackburn","OAK",1,4,13.49999993,2,1,0,1,1,0,0,0,0,0,0.66666667,0.66666667,1,0.6954238216082255,14739
"Total","Tyler Olson","CLE",6,8,9,3,0,0,1,1,0,2,0,0,1,0.5,0.625,0.5,0.4986763522028923,14741
"Total","Wes Parsons","2 Tms",8,15,4.5,2,0,0,2,2,1,3,1,0,5,0.16666667,0.33333333,0.41666667,0.2992665980543409,14764
"Total","Julio Urias","LAD",11,29,9.52941176,6,1,0,10,6,1,7,1,0,4,0.28571429,0.44827586,0.47619048,0.3848712997777121,14765
"Total","Emilio Pagan","TBR",34,78,2.7,17,3,1,6,6,3,3,1,1,29,0.22972973,0.26923077,0.41891892,0.28303238865617036,14771
"Total","Ryan Eades","BAL",2,8,10.79999998,2,0,0,2,2,1,2,0,0,0,0.33333333,0.5,0.83333333,0.5237165465950966,14808
"Total","Buck Farmer","DET",29,54,5.26829268,12,3,0,10,8,1,4,0,2,11,0.27272727,0.33962264,0.40909091,0.31596220214411896,14814
"Total","Dylan Covey","CHW",2,5,0,2,0,0,1,0,0,2,1,0,0,0.66666667,0.8,0.66666667,0.6073772609233856,14825
"Total","Michael Lorenzen","CIN",33,68,5.4,10,3,0,13,11,4,5,0,0,18,0.16393443,0.2238806,0.40983607,0.2607228551337968,14843
"Total","Zack Godley","2 Tms",4,8,0,0,0,0,0,0,0,0,0,1,3,0,0.125,0,0.08990199118852615,14862
"Total","Nick Rumbelow","SEA",1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14867
"Total","Taylor Williams","MIL",2,15,2.45454545,3,0,0,2,1,0,2,1,0,4,0.23076923,0.33333333,0.23076923,0.2356511652469635,14899
"Total","Jon Gray","COL",1,4,0,0,0,0,0,0,0,3,2,0,0,0,0.75,0,0.3451472520828247,14916
"Total","Reyes Moronta","SFG",28,72,5.94,14,4,0,12,11,2,9,1,0,28,0.2295082,0.32394366,0.39344262,0.30321347372872487,14966
"Total","Tyler Webb","STL",8,11,11.57142859,2,0,0,3,3,0,3,1,0,1,0.25,0.45454545,0.25,0.3119803547859192,14974
"Total","Giovanny Gallegos","STL",20,33,3.375,3,0,0,4,4,2,0,0,1,13,0.09677419,0.12121212,0.29032258,0.16569379965464273,14986
"Total","Scott Barlow","KCR",30,60,5.52272727,8,1,0,9,9,2,9,1,0,20,0.16326531,0.28813559,0.30612245,0.25803670287132263,14993
"Total","Yacksel Rios","PIT",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15007
"Total","Alex Reyes","STL",2,6,18,0,0,0,2,2,0,3,0,0,0,0,0.5,0,0.3451472520828247,15015
"Total","Victor Alcantara","DET",13,19,5.4,5,2,0,4,3,1,0,0,0,1,0.27777778,0.27777778,0.55555556,0.33955994579527116,15028
"Total","Tim Mayza","TOR",19,28,10.79999999,6,2,0,8,8,2,3,0,0,9,0.24,0.32142857,0.56,0.36151780826704843,15042
"Total","Lou Trivino","OAK",30,76,6.87272727,13,4,0,16,14,2,9,1,1,21,0.20967742,0.31081081,0.37096774,0.28869249069527403,15043
"Total","Trevor Gott","SFG",17,28,8.2173913,5,1,0,7,7,0,0,0,1,8,0.2,0.21428571,0.24,0.1933681858437402,15046
"Total","Yency Almonte","COL",7,15,8.10000001,3,1,0,3,3,1,1,0,1,1,0.25,0.33333333,0.58333333,0.36235453287760416,15068
"Total","Hunter Wood","TBR",3,9,0,1,0,0,0,0,0,0,0,0,1,0.11111111,0.11111111,0.11111111,0.09662302997377184,15091
"Total","Luke Farrell","TEX",1,4,0,1,0,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.21740181744098663,15101
"Total","Jimmie Sherfy","ARI",4,11,7.71428573,0,0,0,2,2,0,4,0,0,3,0,0.36363636,0,0.25101618333296344,15118
"Total","Jake Newberry","KCR",6,11,0,2,0,0,0,0,0,3,0,0,2,0.25,0.45454545,0.25,0.3463725501840765,15136
"Total","Jimmy Yacabonis","BAL",3,5,0,1,1,0,0,0,0,1,0,0,1,0.25,0.4,0.5,0.38139173984527586,15157
"Total","Glenn Sparkman","KCR",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15200
"Total","Tyler Bashlor","NYM",4,9,13.5,2,1,0,3,3,0,1,1,0,2,0.33333333,0.375,0.5,0.2980387806892395,15203
"Total","Kevin McCarthy","KCR",17,48,10.8,17,6,0,10,10,0,6,4,1,5,0.43589744,0.5106383,0.58974359,0.4410574436187744,15240
"Total","Shane Carle","ATL",1,2,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0,0,15258
"Total","Keynan Middleton","LAA",4,9,0,2,0,0,0,0,0,1,0,0,1,0.25,0.33333333,0.25,0.2699454492992825,15264
"Total","Jacob Rhame","NYM",1,9,0,0,0,0,1,0,0,3,0,0,3,0,0.33333333,0,0.23009816805521646,15267
"Total","Zac Reininger","DET",4,6,20.25000005,2,1,0,3,3,0,0,0,0,0,0.33333333,0.33333333,0.5,0.34771191080411273,15285
"Total","Adam Cimber","CLE",31,56,5.74468085,10,3,1,11,10,1,3,1,1,11,0.2,0.25454545,0.36,0.25122935904396904,15288
"Total","Austin Pruitt","TBR",3,5,54.00000014,2,0,0,8,8,2,0,0,0,0,0.4,0.4,1.6,0.775814437866211,15290
"Total","Steven Brault","PIT",2,6,4.5,0,0,0,1,1,0,1,0,1,2,0,0.33333333,0,0.23491840561230978,15291
"Total","Mike Mayers","STL",2,2,81.00000081,1,0,0,3,3,1,0,0,0,0,0.5,0.5,2,0.9697680473327637,15451
"Total","Nick Pivetta","PHI",6,24,3.85714285,7,1,2,6,2,0,2,0,0,9,0.31818182,0.375,0.54545455,0.3805713802576065,15454
"Total","Jose De Leon","TBR",1,3,0,1,0,0,1,0,0,0,0,0,1,0.33333333,0.33333333,0.33333333,0.2898690899213155,15463
"Total","Kohl Stewart","MIN",1,3,27.00000027,2,0,0,1,1,0,0,0,0,0,0.66666667,0.66666667,0.66666667,0.579738179842631,15502
"Total","Hunter Harvey","BAL",2,5,0,0,0,0,0,0,0,2,0,0,3,0,0.4,0,0.27611780166625977,15507
"Total","Eric Yardley","SDP",3,4,9,1,0,0,2,1,0,0,0,0,0,0.25,0.25,0.25,0.21740181744098663,15538
"Total","Tyler Rogers","SFG",8,13,3,2,1,0,2,1,0,0,0,1,4,0.18181818,0.25,0.27272727,0.23379061619440714,15541
"Total","Chad Green","NYY",13,21,9,2,2,0,6,5,0,3,0,0,6,0.11764706,0.23809524,0.23529412,0.21448628107706705,15552
"Total","Nick Wittgren","CLE",19,40,1.6875,4,2,0,3,2,1,4,1,0,11,0.11111111,0.2,0.25,0.18752192992430466,15594
"Total","Phillips Valdez","TEX",1,1,9,0,0,0,1,1,0,1,0,0,0,0,1,0,0.6902945041656494,15605
"Total","Yefry Ramirez","BAL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15655
"Total","Miguel Castro","BAL",16,34,12.91304347,8,0,0,11,11,3,3,1,0,8,0.26666667,0.32352941,0.56666667,0.34991617094386707,15684
"Total","Jimmy Cordero","2 Tms",10,17,3.85714286,1,0,0,2,2,0,1,0,1,7,0.06666667,0.17647059,0.06666667,0.13406574726104736,15690
"Total","Joe Jimenez","DET",32,61,5.4,11,2,1,10,9,1,5,0,2,22,0.2037037,0.29508197,0.33333333,0.2767054946696172,15761
"Total","Masahiro Tanaka","NYY",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15764
"Total","Devin Williams","MIL",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15816
"Total","Zack Littell","MIN",5,20,1.8,4,0,0,1,1,1,2,1,0,4,0.23529412,0.31578947,0.41176471,0.2910362448957231,15823
"Total","Paul Fry","BAL",27,55,11.11764706,13,5,0,15,14,1,8,1,2,13,0.29545455,0.42592593,0.47727273,0.38453964804703333,15832
"Total","Wander Suero","WSN",28,66,13.82926829,19,6,0,21,21,2,8,1,0,14,0.34545455,0.40909091,0.56363636,0.393489213173206,15855
"Total","Stephen Tarpley","NYY",3,5,9,0,0,0,2,2,0,0,0,0,5,0,0,0,0,15859
"Total","Fernando Romero","MIN",2,3,26.99999987,0,0,0,3,2,0,0,0,0,0,0,0,0,0,15885
"Total","Lewis Thorpe","MIN",5,10,10.12499999,3,1,1,3,3,0,0,0,0,1,0.33333333,0.3,0.66666667,0.36152868866920473,15906
"Total","Victor Arano","PHI",1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15915
"Total","Ryne Stanek","2 Tms",13,38,6.13636364,8,1,0,7,5,1,10,1,0,9,0.2962963,0.47368421,0.44444444,0.39422957961623734,15947
"Total","Stefan Crichton","ARI",3,4,9,1,1,0,1,1,0,0,0,0,3,0.25,0.25,0.5,0.3041660487651825,16058
"Total","Nick Burdi","PIT",6,13,6.74999999,4,1,1,2,2,0,1,0,0,6,0.33333333,0.38461538,0.58333333,0.3980914354324341,16074
"Total","Edubray Ramos","PHI",4,6,0,1,1,0,0,0,0,0,0,0,2,0.16666667,0.16666667,0.33333333,0.202777365843455,16086
"Total","Cy Sneed","HOU",1,4,13.49999993,2,0,0,1,1,0,0,0,0,1,0.66666667,0.66666667,0.66666667,0.579738179842631,16106
"Total","Daniel Ponce de Leon","STL",1,11,0,2,1,0,0,0,0,2,1,0,3,0.22222222,0.36363636,0.33333333,0.2776565968990326,16110
"Total","Jordan Romano","TOR",7,17,13.5,2,0,0,6,6,1,2,0,1,8,0.14285714,0.29411765,0.35714286,0.2887616648393519,16122
"Total","David Hess","BAL",2,9,0,1,0,0,1,0,0,1,0,1,1,0.16666667,0.33333333,0.16666667,0.25323530038197833,16130
"Total","Justin Shafer","TOR",7,23,3.6,6,0,0,2,2,0,4,2,0,3,0.31578947,0.43478261,0.31578947,0.314201553662618,16132
"Total","Jace Fry","CHW",16,35,10.28571429,7,3,0,9,8,0,6,3,0,11,0.24137931,0.37142857,0.34482759,0.2874782867729664,16159
"Total","Justin Anderson","LAA",15,29,5.625,4,2,0,5,5,0,3,0,0,9,0.16,0.25,0.24,0.22297951579093933,16201
"Total","Aaron Bummer","CHW",29,72,2.04545455,8,0,0,6,5,0,5,1,0,19,0.12121212,0.18309859,0.12121212,0.13882908821105958,16258
"Total","Sam Howard","COL",4,9,0,2,0,0,0,0,0,1,0,1,2,0.33333333,0.5,0.33333333,0.39359062165021896,16265
"Total","John Means","BAL",2,11,0,1,0,0,0,0,0,2,0,0,5,0.11111111,0.27272727,0.11111111,0.20456329800865866,16269
"Total","Jesus Tinoco","COL",5,8,3.375,0,0,0,2,1,0,2,0,0,2,0,0.25,0,0.17257362604141235,16300
"Total","Gerardo Reyes","SDP",5,8,40.5000001,3,1,0,6,6,2,1,0,0,2,0.42857143,0.5,1.42857143,0.7232538610696793,16306
"Total","Alex McRae","PIT",3,17,14.72727271,6,1,0,7,6,2,1,0,1,4,0.4,0.47058824,0.86666667,0.5361216839622048,16317
"Total","Brad Wieck","2 Tms",17,32,14.2105263,6,1,0,10,10,2,5,0,2,8,0.25,0.40625,0.54166667,0.39357695542275906,16390
"Total","Yonny Chirinos","TBR",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16401
"Total","James Norwood","CHC",1,2,9,1,1,0,1,1,0,1,0,0,0,1,1,2,0.9534793496131897,16440
"Total","Joe Harvey","2 Tms",3,3,0,0,0,0,0,0,0,1,0,0,2,0,0.33333333,0,0.23009816805521646,16459
"Total","Ryan Yarbrough","TBR",8,13,10.80000001,4,2,0,4,4,0,1,0,0,3,0.33333333,0.38461538,0.5,0.3740644179857694,16502
"Total","Dan Altavilla","SEA",4,8,20.25000005,2,0,0,3,3,1,2,0,0,1,0.33333333,0.5,0.83333333,0.5237165465950966,16507
"Total","Harrison Musgrave","COL",3,9,0,1,1,0,0,0,0,2,1,0,2,0.14285714,0.33333333,0.28571429,0.23836983740329742,16532
"Total","Erik Swanson","SEA",2,8,0,0,0,0,0,0,0,1,0,1,4,0,0.25,0,0.17618880420923233,16587
"Total","Jonathan Holder","NYY",11,23,21.2142857,9,2,0,13,11,1,1,0,0,4,0.40909091,0.43478261,0.63636364,0.4469914177189703,16588
"Total","Kyle Bird","TEX",1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16618
