"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"164",605195,"Crick, Kyle","713","23.0","0.074","0.000","0.105","0.074","0.229","0.292","0.144","2","27","78.0","13.2","2925","83.6","83.23","19","62","102","-0.4","6.25","107","148","113","145","296","319","291"
"164",519076,"Nelson, Jimmy","523","31.4","0.250","0.000","0.438","0.250","0.338","0.339","0.220","7","28","84.7","13.6","2814","88.0","87.98","23","65","99","0.0","6.32","105","153","106","147","298","317","290"
"163",614179,"Ruiz, José","1628","10.0","0.333","0.286","0.423","0.619","0.406","0.374","0.289","14","42","89.5","14.9","2237","91.8","91.41","30","84","79","-0.4","5.99","105","147","106","144","296","319","294"
"162",641329,"Baker, Bryan","586","27.6","0.364","0.182","0.458","0.545","0.423","0.411","0.367","12","33","89.5","6.6","2306","90.1","90.50","19","70","92","0.4","6.51","107","151","108","146","310","320","291"
"162",502154,"Britton, Zack","337","48.1","0.265","0.206","0.269","0.471","0.374","0.310","0.198","9","34","83.2","-5.3","2017","91.0","90.10","15","66","96","-0.9","5.67","106","150","111","146","298","321","286"
"162",656458,"Gilbreath, Lucas","1117","14.5","0.125","0.094","0.150","0.219","0.255","0.298","0.173","4","32","80.9","11.8","2369","88.9","89.09","23","59","103","0.2","6.27","111","150","118","147","296","321","302"
"161",676684,"Vest, Will","1068","15.1","0.293","0.195","0.355","0.488","0.356","0.281","0.225","12","41","91.3","6.4","1996","90.3","89.81","22","82","79","-0.5","6.06","109","153","112","147","299","329","301"
"159",621593,"Castro, Anthony","646","24.6","0.361","0.250","0.440","0.611","0.423","0.357","0.261","13","36","86.5","12.2","2597","88.8","89.76","23","80","79","1.0","6.81","106","153","117","146","298","316","283"
"157",676879,"Ashby, Aaron","1500","10.5","0.313","0.063","0.455","0.375","0.369","0.298","0.221","10","32","85.3","-13.9","2202","89.5","88.21","22","74","83","-1.3","5.49","107","152","116","145","295","319","297"
"156",669395,"Coleman, Dylan","716","21.8","0.040","0.000","0.059","0.040","0.180","0.363","0.206","1","25","91.5","20.3","2459","92.4","93.19","14","65","91","0.8","6.64","103","151","113","145","301","320","297"
"155",672578,"Hernández, Carlos","1979","7.8","0.107","0.036","0.150","0.143","0.191","0.229","0.100","3","28","87.5","20.2","2215","91.1","92.14","27","79","76","1.0","6.92","110","156","117","145","300","317","291"
"155",570632,"Ureña, José","1816","8.5","0.289","0.132","0.345","0.421","0.323","0.320","0.267","11","38","89.0","4.7","2128","92.5","91.70","26","80","75","-0.8","6.24","110","154","114","148","296","326","298"
"153",669294,"Campbell, Paul","468","32.7","0.313","0.156","0.360","0.469","0.363","0.347","0.285","10","32","84.6","4.9","2408","88.7","87.76","10","73","80","-0.9","5.78","106","149","116","145","297","314","291"
"153",542888,"Armstrong, Shawn","1026","14.9","0.250","0.344","0.250","0.594","0.391","0.342","0.203","8","32","90.0","20.4","2368","93.0","93.54","19","75","78","0.5","6.62","109","157","114","151","304","328","296"
"152",625643,"López, Reynaldo","1491","10.2","0.333","0.278","0.440","0.611","0.413","0.387","0.327","12","36","86.6","20.0","2183","91.0","91.26","17","71","81","0.3","6.41","104","148","110","146","297","322","296"
"152",657376,"Schmidt, Clarke","524","29.0","0.121","0.121","0.125","0.242","0.226","0.303","0.208","4","33","88.3","7.9","2620","88.5","88.05","25","73","79","-0.5","6.01","110","149","114","151","293","322","282"
"152",503569,"Dolis, Rafael","605","25.1","0.222","0.083","0.259","0.306","0.293","0.360","0.260","8","36","87.3","13.4","2161","91.7","91.25","14","65","87","-0.5","6.01","107","156","125","147","287","317","291"
"150",669467,"Pallante, Andre","880","17.0","0.258","0.194","0.286","0.452","0.358","0.310","0.232","8","31","90.2","-9.1","2396","89.9","90.43","15","55","95","0.5","6.59","111","153","113","148","300","326","297"
"150",660853,"De Los Santos, Enyel","1080","13.9","0.242","0.303","0.273","0.545","0.368","0.342","0.216","8","33","81.5","11.3","2142","92.4","91.58","17","89","61","-0.8","5.90","110","154","116","148","299","322","291"
"149",573668,"Minaya, Juan","807","18.5","0.086","0.114","0.087","0.200","0.149","0.191","0.143","3","35","85.2","2.1","1819","91.2","91.79","26","83","66","0.6","6.53","108","155","112","148","298","329","292"
"149",596071,"Peters, Dillon","848","17.6","0.107","0.000","0.143","0.107","0.263","0.340","0.212","3","28","84.7","6.4","2156","88.8","88.68","15","54","95","-0.1","6.23","103","154","117","149","305","323","301"
"148",622092,"Zimmer, Kyle","934","15.8","0.143","0.214","0.091","0.357","0.271","0.369","0.223","4","28","87.5","11.8","2172","87.0","86.92","13","63","85","-0.1","6.18","102","157","115","146","297","319","301"
"148",664875,"Lawrence, Justin","591","25.0","0.375","0.000","0.450","0.375","0.416","0.375","0.260","9","24","88.2","1.8","2492","91.1","90.58","12","49","99","-0.5","6.19","107","151","119","144","306","327","298"
"147",594580,"Moll, Sam","555","26.5","0.258","0.000","0.381","0.258","0.273","0.221","0.173","8","31","82.9","9.1","2934","85.3","82.75","16","60","87","-2.5","4.65","106","147","118","145","294","315","291"
"147",605194,"Cotton, Jharel","876","16.8","0.207","0.276","0.222","0.483","0.316","0.286","0.189","6","29","87.5","27.0","2373","85.5","83.90","22","74","73","-1.6","5.26","107","158","120","148","303","325","294"
"146",676969,"de Geus, Brett","911","16.0","0.258","0.065","0.320","0.323","0.321","0.341","0.285","8","31","90.5","6.6","2112","91.0","90.22","9","57","89","-0.8","5.82","110","152","114","149","297","324","294"
"144",503449,"Peralta, Wily","2100","6.9","0.115","0.000","0.143","0.115","0.191","0.289","0.224","3","26","90.0","10.0","1833","89.7","88.96","14","68","76","-0.7","5.74","107","154","118","154","309","327","293"
"138",621366,"Borucki, Ryan","595","23.2","0.194","0.290","0.158","0.484","0.319","0.375","0.272","6","31","87.4","2.8","2355","91.6","91.83","16","59","79","0.2","6.52","102","151","116","148","293","319","291"
"135",669459,"Nelson, Kyle","542","24.9","0.161","0.065","0.200","0.226","0.241","0.304","0.219","5","31","82.4","10.3","2437","86.8","86.01","20","62","73","-0.8","5.87","106","150","111","147","298","322","300"
"129",641907,"Murphy, Patrick","628","20.5","0.185","0.222","0.200","0.407","0.304","0.300","0.196","5","27","92.2","4.5","2155","92.5","92.69","20","63","66","0.2","6.41","106","149","112","141","297","319","285"
"129",519141,"Pomeranz, Drew","430","30.0","0.214","0.000","0.300","0.214","0.230","0.285","0.257","6","28","91.7","6.8","2388","90.7","89.31","12","55","74","-1.4","5.51","110","151","124","145","300","323","311"
"128",571948,"Milner, Hoby","886","14.4","0.194","0.000","0.240","0.194","0.210","0.269","0.257","6","31","80.7","6.9","1925","84.9","85.09","10","56","72","0.2","6.56","106","152","119","144","294","319","297"
"127",664076,"Cleavinger, Garrett","419","30.3","0.478","0.304","0.563","0.783","0.543","0.362","0.237","11","23","86.6","8.7","2489","90.6","90.64","19","67","60","0.0","6.31","113","157","110","148","293","315","292"
"126",657240,"Merryweather, Julian","503","25.0","0.344","0.344","0.400","0.688","0.459","0.423","0.323","11","32","87.9","14.3","2110","91.6","92.00","15","71","55","0.4","6.65","108","162","119","149","294","319","290"
"125",657097,"Webb, Jacob","568","22.0","0.452","0.258","0.481","0.710","0.482","0.341","0.328","14","31","80.0","9.7","2343","87.5","87.07","20","69","56","-0.4","6.06","107","146","122","140","298","326","295"
"123",621248,"Garza Jr., Ralph","904","13.6","0.300","0.367","0.286","0.667","0.454","0.453","0.318","9","30","88.8","19.2","2177","83.6","83.09","12","56","67","-0.5","6.04","107","153","113","148","298","326","291"
"122",640470,"Alzolay, Adbert","1955","6.2","0.250","0.143","0.286","0.393","0.287","0.328","0.251","7","28","88.2","8.6","2340","91.2","91.38","18","66","56","0.2","6.36","109","154","117","150","299","325","300"
"119",623485,"Goudeau, Ashton","939","12.7","0.214","0.143","0.263","0.357","0.286","0.299","0.243","6","28","91.5","5.7","2031","86.3","86.43","13","54","64","0.1","6.33","112","149","122","148","297","328","306"
"119",655889,"Rodríguez, Manuel","300","39.7","0.250","0.292","0.200","0.542","0.391","0.394","0.286","6","24","83.0","6.9","2134","94.1","94.28","8","53","66","0.2","6.27","110","154","114","150","299","322","297"
"118",656730,"Megill, Trevor","647","18.2","0.273","0.409","0.250","0.682","0.433","0.435","0.288","6","22","88.9","1.9","2512","92.0","92.94","13","53","65","0.9","6.79","109","156","115","151","294","319","298"
"117",663559,"Falter, Bailey","946","12.4","0.192","0.038","0.278","0.231","0.220","0.213","0.180","5","26","86.2","12.8","1778","89.1","91.15","15","52","65","2.1","7.44","109","150","110","146","290","321","293"
"117",666168,"Thompson, Mason","472","24.8","0.333","0.333","0.333","0.667","0.464","0.407","0.292","10","30","78.9","5.6","2222","94.2","95.10","10","54","63","0.9","6.77","105","149","117","141","301","326","296"
"117",458677,"Wilson, Justin","658","17.8","0.154","0.192","0.150","0.346","0.242","0.246","0.199","4","26","91.0","19.8","2293","91.5","91.04","8","54","63","-0.5","5.98","109","156","117","150","297","324","287"
"117",500610,"Guerra, Deolis","1086","10.8","0.240","0.120","0.278","0.360","0.292","0.278","0.245","6","25","86.2","18.5","1996","84.9","86.22","22","54","63","1.3","7.16","107","147","114","146","299","326","303"
"116",641871,"Middleton, Keynan","594","19.5","0.167","0.167","0.158","0.333","0.248","0.358","0.291","4","24","87.3","19.3","2383","91.7","91.96","22","65","51","0.3","6.63","112","150","116","146","296","325","296"
"115",446321,"Detwiler, Ross","1105","10.4","0.261","0.391","0.188","0.652","0.389","0.462","0.291","6","23","90.0","27.7","2094","88.2","86.99","9","48","67","-1.2","5.54","110","149","117","146","295","316","293"
"115",656578,"Jackson, Andre","199","57.8","0.211","0.158","0.273","0.368","0.352","0.362","0.201","4","19","83.1","16.8","1948","87.7","87.83","14","47","68","0.1","6.25","116","158","114","151","296","316","295"
"115",647315,"Pop, Zach","1033","11.1","0.267","0.200","0.292","0.467","0.364","0.336","0.214","8","30","77.6","7.2","2200","93.6","93.34","12","58","57","-0.3","6.30","103","146","114","145","302","318","286"
"115",664054,"Stashak, Cody","535","21.5","0.214","0.071","0.333","0.286","0.231","0.236","0.206","6","28","86.8","34.6","2150","86.4","85.59","21","61","54","-0.8","5.80","105","157","111","149","301","335","296"
"114",572070,"Richards, Garrett","2764","4.1","0.370","0.111","0.455","0.481","0.409","0.399","0.360","10","27","88.9","12.6","2307","91.2","90.89","11","54","60","-0.3","5.94","105","151","115","149","294","325","296"
"114",595928,"Curtiss, John","703","16.2","0.276","0.379","0.273","0.655","0.389","0.314","0.263","8","29","87.3","20.2","2425","91.3","91.51","13","54","60","0.2","6.40","108","147","116","145","295","316","298"
"113",656464,"Ginkel, Kevin","556","20.3","0.208","0.167","0.267","0.375","0.295","0.246","0.175","5","24","80.8","13.5","2361","90.1","90.86","17","49","64","0.8","6.79","108","152","120","150","303","330","305"
"113",677865,"Bruihl, Justin","515","21.9","0.091","0.000","0.105","0.091","0.207","0.308","0.178","2","22","74.7","13.9","2320","85.5","86.14","10","54","59","0.6","6.65","111","154","112","149","291","316","295"
"112",683232,"Mears, Nick","452","24.8","0.450","0.300","0.471","0.750","0.537","0.412","0.327","9","20","83.4","16.2","2216","89.6","90.37","5","53","59","0.8","6.75","107","149","116","147","301","322","292"
"112",669735,"Rodriguez, Chris","505","22.2","0.190","0.048","0.235","0.238","0.300","0.245","0.117","4","21","87.2","-2.9","2166","93.3","92.75","12","50","62","-0.5","6.06","111","158","116","150","304","325","302"
"111",518858,"Jones, Nate","309","35.9","0.160","0.160","0.136","0.320","0.254","0.386","0.281","4","25","91.2","13.0","2346","92.6","91.87","13","57","54","-0.7","5.83","110","152","117","150","303","320","293"
"110",664042,"Lakins Sr., Travis","709","15.5","0.381","0.476","0.333","0.857","0.556","0.529","0.352","8","21","89.5","9.6","2447","90.3","89.55","10","49","61","-0.8","5.88","100","146","113","145","310","324","292"
"110",621219,"Mills, Alec","2231","4.9","0.333","0.167","0.389","0.500","0.415","0.342","0.232","8","24","86.2","7.4","2207","83.2","82.73","9","44","66","-0.5","6.06","109","151","115","146","291","328","291"
"108",605276,"Hess, David","367","29.4","0.263","0.105","0.313","0.368","0.343","0.376","0.250","5","19","90.0","13.9","2232","90.1","89.05","8","46","62","-1.1","5.78","108","149","117","146","301","318","286"
"107",656887,"Reid-Foley, Sean","567","18.9","0.200","0.080","0.313","0.280","0.224","0.216","0.185","5","25","92.7","12.1","2043","90.2","91.53","18","54","53","1.3","7.09","115","151","115","149","298","323","300"
"106",607229,"Gsellman, Robert","634","16.7","0.233","0.067","0.292","0.300","0.231","0.282","0.279","7","30","84.3","3.7","1978","91.6","91.48","16","56","50","-0.1","6.27","110","148","108","149","303","321","297"
"104",640462,"Puk, A.J.","763","13.6","0.440","0.240","0.500","0.680","0.515","0.482","0.405","11","25","89.7","2.7","2172","92.9","93.98","6","47","57","1.1","6.94","104","151","114","148","296","321","295"
"103",502706,"Holland, Derek","835","12.3","0.208","0.292","0.200","0.500","0.361","0.310","0.192","5","24","78.5","20.5","2226","88.9","88.77","19","56","47","-0.1","6.33","108","152","114","147","291","326","303"
"103",677960,"Weathers, Ryan","1706","6.0","0.455","0.409","0.500","0.864","0.552","0.388","0.334","10","22","90.9","14.2","2099","90.9","89.79","12","51","52","-1.1","5.74","116","155","123","148","303","324","307"
"102",621114,"Burr, Ryan","742","13.7","0.261","0.261","0.250","0.522","0.331","0.362","0.290","6","23","91.0","11.2","2252","89.8","90.67","14","57","45","0.9","6.67","111","149","108","144","298","318","296"
"102",657508,"Baumann, Mike","401","25.4","0.333","0.095","0.389","0.429","0.389","0.440","0.335","7","21","91.3","1.7","2252","92.8","92.91","9","38","64","0.1","6.49","102","153","114","146","300","321","295"
"101",615698,"Quantrill, Cal","3654","2.8","0.286","0.095","0.375","0.381","0.324","0.347","0.302","6","21","89.2","9.0","2074","91.9","92.41","13","54","47","0.5","6.62","113","153","119","150","297","327","297"
"101",606930,"Barnes, Jacob","906","11.1","0.333","0.333","0.318","0.667","0.429","0.465","0.329","9","27","93.9","13.5","2252","91.1","91.96","9","54","47","0.9","6.72","110","154","115","149","305","325","297"
"100",656793,"Nelson, Nick","981","10.2","0.412","0.294","0.500","0.706","0.479","0.398","0.296","7","17","91.2","17.7","2006","92.6","92.51","13","39","61","-0.1","6.31","107","147","113","142","297","325","285"
"100",594311,"Gustave, Jandel","584","17.1","0.120","0.160","0.100","0.280","0.159","0.244","0.208","3","25","88.6","21.8","2298","92.9","92.26","10","50","50","-0.6","5.83","108","152","119","146","297","322","301"
"100",641851,"McGowin, Kyle","517","19.3","0.238","0.190","0.333","0.429","0.332","0.304","0.231","5","21","87.1","31.3","2527","83.8","83.69","15","46","54","-0.1","6.33","115","158","122","145","300","321","294"
"99",541640,"Ramírez, Erasmo","929","10.7","0.323","0.194","0.320","0.516","0.359","0.358","0.320","10","31","88.8","11.3","2216","89.9","90.36","10","55","44","0.5","6.42","109","154","117","148","300","324","296"
"98",659275,"Lamet, Dinelson","1001","9.8","0.208","0.125","0.250","0.333","0.297","0.288","0.195","5","24","85.6","9.5","2378","90.2","89.48","13","51","47","-0.7","5.90","113","151","124","146","296","319","312"
"98",453284,"Parker, Blake","713","13.7","0.190","0.143","0.214","0.333","0.296","0.295","0.179","4","21","87.2","15.8","1581","85.7","86.56","14","43","55","0.9","6.66","110","147","109","145","279","308","287"
"97",593604,"Baldonado, Alberto","215","45.1","0.389","0.500","0.333","0.889","0.559","0.467","0.273","7","18","83.9","25.6","2244","88.8","89.02","9","35","62","0.2","6.46","107","150","118","140","293","320","291"
"96",594965,"Ponce de Leon, Daniel","653","14.7","0.077","0.231","0.000","0.308","0.305","0.377","0.186","1","13","81.6","17.2","2253","91.6","91.43","9","45","51","-0.2","6.26","117","157","119","147","297","318","300"
"96",676831,"Whitley, Kodi","673","14.3","0.000","0.000","0.000","0.000","0.109","0.207","0.132","0","15","82.2","17.9","2104","90.4","90.40","11","48","48","0.0","6.31","112","152","116","148","298","322","304"
"95",592233,"Crichton, Stefan","403","23.6","0.280","0.400","0.222","0.680","0.418","0.328","0.226","7","25","88.9","18.6","2048","87.5","87.05","4","46","48","-0.5","6.10","107","150","116","148","301","325","302"
"95",667297,"Nance, Tommy","817","11.6","0.273","0.000","0.353","0.273","0.295","0.316","0.284","6","22","77.0","-4.4","2562","91.0","91.03","7","42","53","0.0","6.27","106","154","114","148","298","319","293"
"94",572403,"VerHagen, Drew","383","24.5","0.222","0.167","0.214","0.389","0.342","0.396","0.279","4","18","80.0","12.9","2127","89.3","88.90","13","42","52","-0.4","6.08","115","153","114","147","295","320","298"
"94",453192,"Miller, Andrew","620","15.2","0.200","0.067","0.375","0.267","0.343","0.291","0.122","3","15","84.5","33.3","2367","81.1","82.50","13","37","57","1.4","7.07","109","152","117","147","296","317","296"
"94",663992,"Lovelady, Richard","315","29.8","0.136","0.136","0.154","0.273","0.164","0.233","0.176","3","22","89.5","9.5","2546","89.4","89.99","12","48","46","0.6","7.02","104","159","109","142","297","321","298"
"94",592716,"Sampson, Adrian","811","11.6","0.222","0.278","0.250","0.500","0.386","0.328","0.178","4","18","82.1","14.3","1964","89.1","89.37","8","41","53","0.3","6.43","104","146","110","146","304","323","300"
"94",656232,"Bielak, Brandon","952","9.9","0.364","0.364","0.353","0.727","0.493","0.426","0.296","8","22","90.4","5.7","2432","88.7","87.19","8","39","55","-1.5","5.46","111","151","114","148","290","329","289"
"93",650959,"Diplán, Marcos","634","14.7","0.278","0.056","0.333","0.333","0.327","0.284","0.200","5","18","93.1","15.9","2359","89.8","90.88","11","40","53","1.1","6.95","111","152","116","148","294","323","288"
"93",641632,"Greene, Conner","447","20.8","0.480","0.320","0.500","0.800","0.506","0.350","0.295","12","25","86.6","18.5","2303","88.3","88.42","15","59","34","0.1","6.49","109","147","118","145","297","322","287"
"93",543056,"Coulombe, Danny","759","12.3","0.286","0.190","0.294","0.476","0.394","0.371","0.249","6","21","89.4","15.1","2393","85.6","84.65","10","42","51","-0.9","5.70","102","152","112","146","299","329","288"
"93",641302,"Alexander, Tyler","2016","4.6","0.333","0.185","0.400","0.519","0.374","0.345","0.321","9","27","87.7","11.6","2188","86.4","86.55","9","47","46","0.2","6.26","108","155","117","149","292","324","302"
"93",663436,"Martin, Davis","353","26.3","0.300","0.350","0.308","0.650","0.429","0.381","0.248","6","20","86.7","13.9","2444","87.7","88.04","12","43","50","0.3","6.49","110","151","114","146","296","327","302"
"92",621389,"Blach, Ty","559","16.5","0.261","0.435","0.188","0.696","0.397","0.374","0.268","6","23","92.0","13.8","2156","86.3","84.87","12","49","43","-1.4","5.23","110","148","115","144","302","335","301"
"91",445213,"Kintzler, Brandon","510","17.8","0.261","0.174","0.313","0.435","0.311","0.251","0.194","6","23","84.8","-7.1","2089","90.8","91.33","2","38","53","0.5","6.50","105","149","110","146","298","321","293"
"91",592612,"Osich, Josh","231","39.4","0.348","0.391","0.333","0.739","0.463","0.291","0.252","8","23","86.4","11.8","2115","85.8","85.18","7","41","50","-0.6","5.69","112","151","113","146","291","317","287"
"91",518397,"Alexander, Scott","259","35.1","0.263","0.053","0.313","0.316","0.312","0.294","0.242","5","19","87.9","1.3","2186","90.7","90.37","11","42","49","-0.3","6.10","105","155","114","148","293","315","294"
"91",676840,"Peacock, Matt","1472","6.2","0.259","0.074","0.259","0.333","0.275","0.273","0.262","7","27","91.1","-2.3","2065","92.1","90.66","5","48","43","-1.4","5.36","112","148","112","148","291","321","293"
"90",670056,"Baragar, Caleb","358","25.1","0.150","0.150","0.167","0.300","0.261","0.316","0.160","3","20","89.9","41.2","2410","91.4","91.57","10","46","44","0.2","6.53","107","150","109","147","294","316","288"
"90",448855,"Guerra, Junior","1225","7.3","0.316","0.368","0.364","0.684","0.422","0.383","0.273","6","19","91.4","13.0","1835","88.9","89.13","14","40","50","0.2","6.41","104","154","115","148","307","325","296"
"88",670990,"Ramirez, Yohan","634","13.9","0.278","0.444","0.300","0.722","0.466","0.340","0.206","5","18","84.0","23.9","2328","89.3","90.19","13","40","48","0.9","6.93","105","139","102","140","293","314","286"
"88",502327,"Santiago, Héctor","491","17.9","0.313","0.250","0.400","0.563","0.383","0.295","0.261","5","16","87.9","16.9","2078","89.0","88.36","11","40","48","-0.6","5.86","110","151","112","147","297","319","289"
"88",605138,"Benjamin, Wes","461","19.1","0.250","0.250","0.222","0.500","0.440","0.444","0.277","3","12","90.4","19.4","2371","87.4","86.99","8","34","54","-0.4","6.13","107","154","122","149","288","311","293"
"87",675911,"Strider, Spencer","965","9.0","0.294","0.059","0.500","0.353","0.344","0.355","0.300","5","17","94.4","8.7","2326","96.0","95.84","19","45","42","-0.2","6.87","105","151","117","150","306","329","293"
"87",667376,"Sánchez, Miguel","681","12.8","0.316","0.158","0.278","0.474","0.338","0.370","0.344","6","19","83.7","2.5","1779","90.0","89.96","12","46","41","0.0","6.18","108","144","106","138","292","314","294"
"86",641627,"Gott, Trevor","362","23.8","0.304","0.348","0.313","0.652","0.418","0.313","0.219","7","23","88.3","19.9","2184","92.1","91.54","15","48","38","-0.6","6.10","105","153","114","147","298","320","299"
"84",656529,"Hentges, Sam","1672","5.0","0.368","0.211","0.429","0.579","0.435","0.399","0.324","7","19","95.0","-0.7","2223","92.7","93.30","10","40","44","0.6","6.72","107","149","117","148","297","322","292"
"84",676710,"Crawford, Kutter","455","18.5","0.286","0.048","0.462","0.333","0.271","0.428","0.348","6","21","101.2","16.4","2194","91.0","90.37","16","42","42","-0.6","6.15","113","156","117","150","299","330","294"
"83",545343,"Head, Louis","993","8.4","0.300","0.100","0.462","0.400","0.303","0.414","0.363","6","20","91.2","18.5","2447","87.3","87.00","15","43","40","-0.3","6.10","103","160","128","149","312","326","296"
"83",664092,"Poppen, Sean","742","11.2","0.238","0.095","0.250","0.333","0.273","0.370","0.280","5","21","88.2","24.2","2152","90.3","90.31","3","35","48","0.0","6.34","102","146","117","145","298","324","296"
"83",668941,"Romero, JoJo","171","48.5","0.235","0.059","0.308","0.294","0.277","0.355","0.336","4","17","85.3","7.1","2068","90.7","89.63","9","38","45","-1.1","5.45","114","150","113","149","297","330","304"
"83",641771,"Kuhl, Chad","2691","3.1","0.444","0.500","0.455","0.944","0.529","0.391","0.323","8","18","92.3","22.3","2361","90.2","90.99","8","39","44","0.8","6.68","108","147","114","146","299","321","297"
"82",608652,"Farrell, Luke","473","17.3","0.333","0.190","0.500","0.524","0.360","0.372","0.322","7","21","92.4","20.1","2511","86.2","86.14","15","40","42","-0.1","6.14","107","156","109","149","300","326","297"
"82",641682,"Hendrix, Ryan","611","13.4","0.158","0.158","0.182","0.316","0.245","0.294","0.211","3","19","89.2","14.2","2315","89.0","88.58","16","36","46","-0.4","5.97","107","148","116","146","295","318","288"
"82",519443,"Workman, Brandon","515","15.9","0.316","0.368","0.286","0.684","0.442","0.444","0.366","6","19","89.1","14.4","2273","85.1","86.83","5","35","47","1.7","7.41","102","149","108","143","297","328","298"
"81",656222,"Beeks, Jalen","534","15.2","0.375","0.375","0.333","0.750","0.503","0.503","0.329","6","16","93.2","14.2","1996","92.1","92.44","9","32","49","0.3","6.62","102","150","114","148","298","318","295"
"81",605388,"Morgan, Adam","442","18.3","0.200","0.200","0.200","0.400","0.309","0.297","0.170","3","15","85.3","2.5","2644","84.4","83.62","6","33","48","-0.8","5.70","106","139","107","142","295","319","301"
"81",669060,"Wilson, Bryse","1761","4.6","0.056","0.056","0.071","0.111","0.098","0.311","0.261","1","18","94.8","11.0","1945","88.7","89.11","8","38","43","0.4","6.64","100","153","117","150","301","328","305"
"80",641501,"Danish, Tyler","435","18.4","0.278","0.167","0.250","0.444","0.382","0.570","0.425","5","18","93.8","17.5","2050","85.3","83.63","4","33","47","-1.7","5.30","109","153","117","150","294","329","294"
"80",663531,"Allen, Logan","1038","7.7","0.263","0.000","0.313","0.263","0.277","0.334","0.284","5","19","91.5","2.0","2117","85.8","85.20","11","44","36","-0.6","5.80","101","151","112","148","302","320","302"
"79",608379,"Wacha, Michael","3066","2.6","0.278","0.444","0.300","0.722","0.438","0.423","0.292","5","18","91.1","8.0","1912","89.1","90.06","11","39","40","1.0","7.00","108","154","118","147","308","336","298"
"77",663770,"Evans, Demarcus","522","14.8","0.400","0.400","0.333","0.800","0.529","0.367","0.220","4","10","85.2","23.5","2446","88.4","88.36","4","35","42","0.0","6.25","96","142","112","141","302","323","292"
"76",571479,"Bellatti, Andrew","537","14.2","0.375","0.500","0.500","0.875","0.545","0.544","0.360","6","16","86.2","26.6","2394","89.4","88.73","14","31","45","-0.7","5.91","115","153","111","146","292","323","293"
"75",669674,"Long, Sam","1172","6.4","0.133","0.200","0.167","0.333","0.228","0.300","0.212","2","15","89.3","2.3","2275","84.3","83.57","10","30","45","-0.7","5.93","112","156","116","149","295","321","295"
"75",621383,"Banks, Tanner","553","13.6","0.077","0.000","0.125","0.077","0.215","0.242","0.098","1","13","91.3","9.9","2115","89.9","89.61","12","33","42","-0.3","5.86","107","152","111","145","298","328","300"
"74",451584,"Davis, Wade","769","9.6","0.583","0.333","0.600","0.917","0.604","0.518","0.435","7","12","84.6","12.7","2546","89.5","89.47","7","31","43","0.0","6.13","102","154","107","141","291","319","294"
"74",621074,"Rucker, Michael","832","8.9","0.353","0.118","0.462","0.471","0.391","0.341","0.244","6","17","89.2","24.6","2331","89.2","88.85","8","35","39","-0.3","6.18","109","151","113","153","289","313","294"
"74",607231,"Gant, John","1975","3.7","0.200","0.000","0.300","0.200","0.240","0.367","0.333","3","15","92.8","6.5","2241","89.7","89.67","11","36","38","0.0","6.25","111","156","120","148","295","320","293"
"73",547176,"Camarena, Daniel","174","42.0","0.462","0.231","0.500","0.692","0.519","0.455","0.337","6","13","95.7","18.7","1883","88.9","88.59","7","36","37","-0.3","6.17","106","149","124","143","295","326","312"
"73",663460,"Bubic, Kris","2968","2.5","0.375","0.063","0.462","0.438","0.392","0.290","0.244","6","16","82.6","-1.1","1931","85.6","86.04","8","35","38","0.4","6.45","102","151","118","143","303","323","293"
"73",607560,"Harper, Ryne","567","12.9","0.357","0.643","0.222","1.000","0.595","0.429","0.253","5","14","81.2","26.2","2136","74.3","74.34","8","31","42","0.0","6.34","106","155","115","142","300","320","296"
"72",660546,"Díaz, Yennsy","447","16.1","0.357","0.286","0.571","0.643","0.481","0.406","0.267","5","14","92.3","22.8","1837","93.5","92.83","4","27","45","-0.7","6.09","108","144","107","142","298","313","296"
"72",605309,"Kela, Keone","203","35.5","0.357","0.429","0.333","0.786","0.502","0.404","0.259","5","14","90.0","18.5","2422","87.7","87.53","6","28","44","-0.2","6.34","110","158","127","149","298","322","312"
"71",669952,"White, Mitch","1330","5.3","0.267","0.267","0.273","0.533","0.335","0.287","0.241","4","15","91.3","12.8","2401","89.6","89.73","10","37","34","0.1","6.38","107","152","107","149","293","317","287"
"71",657006,"Steele, Justin","2170","3.3","0.000","0.000","0.000","0.000","0.106","0.160","0.064","0","11","83.2","-13.6","2616","87.3","87.54","10","25","46","0.2","6.50","112","150","110","144","292","323","297"
"69",641386,"Bowden, Ben","674","10.2","0.278","0.500","0.200","0.778","0.446","0.390","0.273","5","18","81.7","32.7","2270","87.9","87.97","13","35","34","0.1","6.19","110","149","117","144","302","330","302"
"69",572888,"Greene, Shane","494","14.0","0.313","0.313","0.364","0.625","0.438","0.326","0.186","5","16","90.2","21.4","2294","87.3","86.33","8","28","41","-1.0","5.60","111","152","110","148","306","317","287"
