"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"214",475479,"Phelps, David","553","38.7","0.132","0.026","0.185","0.158","0.225","0.282","0.193","5","38","88.7","11.9","2401","88.1","86.31","21","90","124","-1.8","5.30","106","153","121","146","296","319","295"
"210",573204,"Thielbar, Caleb","512","41.0","0.182","0.114","0.259","0.295","0.263","0.223","0.148","8","44","82.2","24.9","2318","85.1","84.86","31","112","98","-0.2","6.27","108","152","115","147","297","325","286"
"209",642585,"Bautista, Félix","508","41.1","0.125","0.050","0.192","0.175","0.188","0.278","0.192","5","40","86.3","16.2","2053","93.8","94.18","33","103","106","0.4","6.51","106","155","114","149","309","324","295"
"208",669212,"Morgan, Eli","527","39.5","0.191","0.234","0.200","0.426","0.282","0.270","0.181","9","47","84.8","24.3","2227","86.1","85.37","30","112","96","-0.7","6.07","105","150","117","147","300","323","296"
"206",663574,"Santillan, Tony","408","50.5","0.317","0.098","0.371","0.415","0.359","0.307","0.254","13","41","86.2","22.5","2272","91.3","90.59","23","90","116","-0.7","6.00","108","148","116","144","289","318","289"
"206",517008,"Colomé, Alex","414","49.8","0.309","0.109","0.340","0.418","0.322","0.370","0.316","17","55","88.1","-2.7","2129","91.2","91.23","19","104","102","0.0","6.18","110","150","117","144","304","328","301"
"203",572193,"Tepera, Ryan","515","39.4","0.262","0.119","0.313","0.381","0.315","0.293","0.224","11","42","86.2","12.1","2123","89.5","89.39","25","89","114","-0.1","6.32","110","148","112","147","295","322","293"
"202",663158,"Suarez, Robert","399","50.6","0.171","0.098","0.231","0.268","0.263","0.313","0.210","7","41","86.6","13.4","2167","94.4","95.11","21","90","112","0.7","6.84","113","157","116","150","299","326","303"
"200",663986,"Stephan, Trevor","469","42.6","0.240","0.060","0.324","0.300","0.244","0.229","0.212","12","50","87.8","8.9","2095","91.7","91.65","34","114","86","-0.1","6.54","111","153","117","147","292","318","292"
"198",622554,"Domínguez, Seranthony","441","44.9","0.143","0.095","0.217","0.238","0.199","0.299","0.249","6","42","93.1","14.9","2282","95.2","95.04","37","100","98","-0.2","6.25","108","149","119","142","298","326","291"
"197",643256,"Cimber, Adam","466","42.3","0.240","0.140","0.238","0.380","0.273","0.332","0.301","12","50","88.4","11.5","2296","83.3","82.88","16","105","92","-0.4","6.34","102","160","118","148","290","316","293"
"197",640448,"Finnegan, Kyle","510","38.6","0.292","0.167","0.414","0.458","0.331","0.283","0.244","14","48","89.4","11.4","1980","94.6","95.10","33","91","105","0.5","6.59","113","154","115","146","306","322","298"
"195",621051,"Wilson, Steven","432","45.1","0.200","0.175","0.231","0.375","0.312","0.381","0.255","8","40","86.3","22.6","2483","89.8","90.44","27","85","110","0.6","6.82","116","161","118","149","297","321","299"
"195",592858,"Wick, Rowan","577","33.8","0.289","0.156","0.353","0.444","0.332","0.334","0.270","13","45","90.2","16.6","2296","89.7","90.01","25","99","96","0.3","6.66","101","144","111","148","297","322","298"
"195",669211,"Akin, Keegan","654","29.8","0.093","0.093","0.103","0.186","0.189","0.278","0.192","4","43","85.5","7.2","2199","89.0","88.29","25","85","110","-0.7","5.91","108","157","118","150","304","322","295"
"194",661403,"Clase, Emmanuel","418","46.4","0.167","0.033","0.217","0.200","0.169","0.210","0.205","10","60","81.4","-2.6","2577","97.3","97.88","31","125","69","0.6","6.47","110","148","117","147","295","318","290"
"194",518489,"Brasier, Ryan","464","41.8","0.341","0.317","0.379","0.659","0.424","0.403","0.310","14","41","90.0","5.5","2299","90.5","91.27","21","98","96","0.8","6.79","111","156","117","150","295","329","294"
"194",595345,"Okert, Steven","468","41.5","0.171","0.200","0.211","0.371","0.308","0.259","0.151","6","35","84.9","29.0","2423","85.1","84.89","30","92","102","-0.2","6.33","103","152","121","149","305","330","300"
"191",593576,"Neris, Héctor","498","38.4","0.222","0.089","0.323","0.311","0.260","0.269","0.206","10","45","91.4","15.8","1973","91.2","90.86","29","94","97","-0.3","6.24","112","156","116","148","295","326","291"
"189",656945,"Scott, Tanner","580","32.6","0.321","0.250","0.538","0.571","0.452","0.344","0.200","9","28","87.6","22.1","2694","91.7","91.04","28","86","103","-0.7","6.25","102","149","119","149","308","327","295"
"189",571710,"Givens, Mychal","520","36.3","0.200","0.114","0.250","0.314","0.311","0.387","0.243","7","35","88.1","18.3","2407","88.7","87.66","22","76","113","-1.0","6.37","106","154","116","151","301","326","298"
"188",622098,"Smith, Drew","540","34.8","0.225","0.250","0.240","0.475","0.348","0.421","0.268","9","40","91.1","23.2","2652","89.7","88.82","28","84","104","-0.9","5.86","105","158","119","146","298","328","301"
"187",542914,"Bass, Anthony","439","42.6","0.184","0.122","0.237","0.306","0.236","0.260","0.219","9","49","85.8","25.7","2097","89.9","90.05","24","89","98","0.2","6.36","102","151","116","149","299","322","294"
"186",519043,"Moore, Matt","608","30.6","0.179","0.000","0.318","0.179","0.197","0.244","0.188","7","39","84.3","15.6","2373","88.2","87.89","32","97","89","-0.3","6.24","109","154","120","148","301","323","296"
"185",543339,"Hudson, Daniel","406","45.6","0.184","0.132","0.240","0.316","0.259","0.277","0.209","7","38","84.2","10.2","2428","92.9","92.86","24","87","98","0.0","6.35","110","153","120","149","296","321","296"
"184",663432,"Rainey, Tanner","444","41.4","0.293","0.098","0.344","0.390","0.333","0.375","0.296","12","41","91.2","23.4","2432","94.6","94.03","27","93","91","-0.6","6.39","106","151","113","146","307","323","301"
"184",456713,"Bush, Matt","414","44.4","0.238","0.167","0.333","0.405","0.329","0.298","0.215","10","42","88.6","15.4","2516","91.3","90.67","24","76","108","-0.6","6.06","110","153","118","149","297","320","297"
"183",598287,"Ramirez, Noé","527","34.7","0.195","0.122","0.292","0.317","0.257","0.215","0.160","8","41","88.0","19.0","2242","83.8","82.90","35","91","91","-0.9","6.02","107","150","119","146","303","325","298"
"183",660813,"Graterol, Brusdar","483","37.9","0.205","0.250","0.219","0.455","0.316","0.352","0.257","9","44","85.3","3.4","2208","96.7","95.97","19","98","85","-0.7","5.85","109","150","115","149","297","318","292"
"181",676092,"Snider, Collin","367","49.3","0.326","0.116","0.351","0.442","0.356","0.359","0.319","14","43","87.8","8.6","2522","91.0","90.83","16","80","101","-0.2","6.14","105","151","116","144","301","320","295"
"180",656638,"Lange, Alex","466","38.6","0.289","0.089","0.394","0.378","0.342","0.312","0.234","13","45","88.1","3.8","2079","90.3","90.49","28","71","109","0.2","6.49","103","152","114","145","307","330","295"
"177",622251,"Staumont, Josh","488","36.3","0.257","0.057","0.333","0.314","0.299","0.334","0.253","9","35","86.2","23.7","2409","91.4","91.74","27","89","88","0.3","6.61","105","152","116","145","300","323","303"
"177",548384,"Raley, Brooks","400","44.3","0.116","0.000","0.179","0.116","0.166","0.246","0.183","5","43","85.1","13.1","2486","85.7","84.43","28","85","92","-1.3","5.70","99","154","110","146","303","325","299"
"177",543272,"Hand, Brad","454","39.0","0.212","0.030","0.333","0.242","0.296","0.310","0.196","7","33","84.0","6.1","2298","85.5","84.19","14","63","114","-1.3","5.62","109","149","118","141","296","324","290"
"176",666204,"Jiménez, Dany","412","42.7","0.237","0.079","0.333","0.316","0.294","0.288","0.205","9","38","83.9","7.2","2298","85.7","84.90","27","66","110","-0.8","5.78","108","151","121","145","298","318","294"
"175",642528,"Loáisiga, Jonathan","279","62.7","0.205","0.077","0.269","0.282","0.266","0.317","0.250","8","39","87.3","10.9","2332","93.7","93.74","28","85","90","0.0","6.43","111","152","116","149","303","331","290"
"174",642758,"Acevedo, Domingo","526","33.1","0.222","0.244","0.242","0.467","0.299","0.267","0.228","10","45","83.7","13.2","2014","88.9","87.99","29","99","75","-0.9","5.79","113","151","116","146","297","319","296"
"174",670167,"Schreiber, John","377","46.2","0.154","0.026","0.250","0.179","0.197","0.240","0.175","6","39","88.7","-1.2","2305","89.3","89.76","31","88","86","0.5","6.63","108","152","117","150","291","325","294"
"173",642701,"Santana, Dennis","425","40.7","0.250","0.136","0.282","0.386","0.293","0.312","0.267","11","44","86.9","8.9","2466","90.7","90.14","22","83","90","-0.6","5.97","104","151","119","146","302","321","295"
"173",662253,"Muñoz, Andrés","499","34.7","0.297","0.405","0.316","0.703","0.450","0.400","0.273","11","37","88.1","12.7","2218","91.8","92.12","39","94","79","0.3","6.48","113","150","121","146","291","324","297"
"171",622503,"Crismatt, Nabil","546","31.3","0.217","0.130","0.257","0.348","0.261","0.322","0.274","10","46","86.5","6.6","1886","82.2","83.31","20","78","93","1.1","7.14","112","164","117","149","294","322","301"
"170",664747,"Díaz, Alexis","522","32.6","0.086","0.029","0.158","0.114","0.159","0.241","0.143","3","35","88.8","23.5","2681","93.3","95.39","34","85","85","2.1","7.43","114","149","117","147","289","319","292"
"168",607625,"Lugo, Seth","484","34.7","0.250","0.250","0.304","0.500","0.347","0.374","0.281","9","36","87.2","10.3","2679","88.0","86.91","18","72","96","-1.1","5.82","111","156","117","147","302","327","305"
"167",607481,"Bummer, Aaron","317","52.7","0.226","0.129","0.316","0.355","0.333","0.316","0.219","7","31","88.7","0.7","2218","89.5","89.49","19","65","102","0.0","6.40","102","144","104","141","295","323","298"
"167",681911,"Vesia, Alex","455","36.7","0.161","0.000","0.294","0.161","0.213","0.226","0.154","5","31","83.1","27.5","2280","89.7","90.03","30","78","89","0.3","6.46","104","154","117","148","298","317","290"
"167",573009,"Mantiply, Joe","411","40.6","0.310","0.071","0.375","0.381","0.312","0.245","0.227","13","42","88.1","5.8","2095","85.2","85.00","24","88","79","-0.2","6.42","108","150","115","147","300","319","296"
"165",664199,"Clarke, Taylor","592","27.9","0.278","0.222","0.276","0.500","0.315","0.326","0.277","10","36","88.5","22.9","2051","92.1","91.92","22","86","79","-0.2","6.17","107","154","113","148","303","322","301"
"165",643377,"Jax, Griffin","595","27.7","0.162","0.081","0.231","0.243","0.195","0.235","0.216","6","37","83.6","5.7","2470","89.3","88.54","22","82","83","-0.8","5.83","111","158","115","150","299","325","287"
"165",621363,"Poche, Colin","354","46.6","0.103","0.000","0.133","0.103","0.168","0.257","0.180","4","39","82.5","25.0","2331","90.9","92.11","26","92","73","1.2","7.24","105","155","112","149","307","329","294"
"164",519151,"Pressly, Ryan","307","53.4","0.286","0.167","0.313","0.452","0.350","0.361","0.280","12","42","87.8","5.5","2777","88.6","88.33","29","84","80","-0.3","6.17","108","148","109","147","295","326","296"
"163",641835,"Mayza, Tim","297","54.9","0.262","0.095","0.357","0.357","0.314","0.347","0.296","11","42","88.1","-9.0","2034","93.0","92.82","13","65","98","-0.2","6.31","106","149","121","148","298","318","293"
"162",641329,"Baker, Bryan","567","28.6","0.364","0.182","0.458","0.545","0.423","0.411","0.367","12","33","89.5","6.6","2306","90.1","90.50","19","70","92","0.4","6.51","107","151","108","146","310","320","291"
"162",656420,"Feyereisen, J.P.","344","47.1","0.135","0.000","0.179","0.135","0.162","0.286","0.226","5","37","91.6","21.4","2162","88.0","87.07","19","75","87","-0.9","5.80","109","164","112","150","305","328","298"
"159",667463,"King, John","482","33.0","0.388","0.163","0.436","0.551","0.407","0.410","0.348","19","49","91.6","4.2","2172","86.6","85.88","19","85","74","-0.7","5.96","110","152","114","146","301","319","293"
"157",641755,"Kinley, Tyler","376","41.8","0.231","0.051","0.310","0.282","0.235","0.228","0.200","9","39","87.9","11.7","2356","91.8","91.13","28","89","68","-0.7","5.61","111","153","116","147","300","327","301"
"157",612434,"Castro, Miguel","450","34.9","0.226","0.097","0.318","0.323","0.299","0.238","0.175","7","31","84.1","21.9","2361","91.4","90.61","29","70","87","-0.8","6.63","107","152","116","149","301","326","287"
"156",493603,"Ottavino, Adam","495","31.5","0.167","0.250","0.136","0.417","0.290","0.397","0.296","6","36","86.1","11.6","2524","87.7","87.76","24","67","89","0.1","6.83","108","151","116","143","300","325","301"
"155",623465,"Phillips, Evan","448","34.6","0.243","0.054","0.310","0.297","0.247","0.269","0.205","9","37","85.7","10.8","2456","89.8","90.09","16","75","80","0.3","6.41","102","152","116","148","295","316","293"
"154",605218,"Edwards Jr., Carl","426","36.2","0.179","0.036","0.227","0.214","0.256","0.246","0.169","5","28","85.9","8.5","2286","90.7","89.64","21","76","78","-1.1","6.74","113","154","117","147","305","320","301"
"153",518886,"Kimbrel, Craig","479","31.9","0.258","0.097","0.444","0.355","0.313","0.266","0.201","8","31","87.3","9.6","2385","92.4","92.91","25","67","86","0.5","6.66","109","152","117","150","298","320","295"
"152",657376,"Schmidt, Clarke","381","39.9","0.121","0.121","0.125","0.242","0.226","0.303","0.208","4","33","88.3","7.9","2620","88.5","88.05","25","73","79","-0.5","6.01","110","149","114","151","293","322","282"
"151",657044,"Thompson, Ryan","440","34.3","0.300","0.200","0.318","0.500","0.402","0.345","0.244","9","30","80.5","10.3","2054","84.9","85.10","12","61","90","0.2","6.70","109","153","111","148","305","327","296"
"150",669467,"Pallante, Andre","880","17.0","0.258","0.194","0.286","0.452","0.358","0.310","0.232","8","31","90.2","-9.1","2396","89.9","90.43","15","55","95","0.5","6.59","111","153","113","148","300","326","297"
"150",543521,"McHugh, Collin","538","27.9","0.207","0.034","0.300","0.241","0.235","0.354","0.287","6","29","89.4","10.0","2623","84.9","84.93","22","67","83","0.0","6.56","106","150","121","145","305","329","297"
"150",552640,"Kittredge, Andrew","233","64.4","0.217","0.217","0.194","0.435","0.295","0.306","0.244","10","46","88.6","11.8","2512","92.5","92.71","22","85","65","0.2","6.48","110","154","112","149","303","325","301"
"149",596071,"Peters, Dillon","405","36.8","0.107","0.000","0.143","0.107","0.263","0.340","0.212","3","28","84.7","6.4","2156","88.8","88.68","15","54","95","-0.1","6.23","103","154","117","149","305","323","301"
"149",650895,"Castillo, Diego","440","33.9","0.086","0.086","0.105","0.171","0.123","0.227","0.170","3","35","84.4","12.9","2120","90.8","89.53","30","83","66","-1.3","5.28","115","149","117","146","295","321","294"
"147",594580,"Moll, Sam","388","37.9","0.258","0.000","0.381","0.258","0.273","0.221","0.173","8","31","82.9","9.1","2934","85.3","82.75","16","60","87","-2.5","4.65","106","147","118","145","294","315","291"
"145",592773,"Stanek, Ryne","401","36.2","0.276","0.069","0.421","0.345","0.322","0.266","0.207","8","29","89.9","13.0","2108","95.0","94.43","25","68","77","-0.6","6.06","107","152","113","147","299","325","290"
"145",642152,"Trivino, Lou","438","33.1","0.333","0.182","0.476","0.515","0.392","0.349","0.275","11","33","88.7","23.1","2065","92.0","92.14","20","73","72","0.1","6.37","109","151","112","146","298","322","297"
"144",669395,"Coleman, Dylan","607","23.7","0.045","0.000","0.067","0.045","0.198","0.389","0.222","1","22","90.8","18.3","2453","92.4","93.23","14","61","83","0.8","6.65","102","149","112","145","301","319","297"
"143",628452,"Iglesias, Raisel","396","36.1","0.265","0.265","0.300","0.529","0.376","0.442","0.292","9","34","86.4","17.6","2280","90.5","90.28","29","77","66","-0.2","6.20","118","154","113","154","296","324","295"
"140",571901,"Loup, Aaron","488","28.7","0.324","0.176","0.417","0.500","0.383","0.372","0.313","11","34","90.8","8.2","2215","88.1","87.26","20","71","69","-0.8","5.98","104","148","114","149","296","325","293"
"138",623474,"Herget, Jimmy","557","24.8","0.125","0.125","0.136","0.250","0.191","0.245","0.211","4","32","88.4","20.7","2482","84.4","82.43","12","57","81","-2.0","5.07","118","152","116","153","296","320","292"
"136",672335,"Pérez, Cionel","398","34.2","0.216","0.000","0.286","0.216","0.199","0.335","0.297","8","37","86.8","10.6","2386","91.8","91.00","18","68","68","-0.8","5.80","106","155","111","147","304","319","292"
"133",593974,"Peralta, Wandy","422","31.5","0.147","0.118","0.138","0.265","0.218","0.308","0.243","5","34","88.2","14.4","2183","90.7","89.77","18","65","68","-0.9","5.86","103","150","118","148","299","327","282"
"133",621237,"Alvarado, José","386","34.5","0.320","0.080","0.444","0.400","0.353","0.336","0.283","8","25","90.3","0.2","2197","96.7","97.38","21","55","78","0.7","6.82","105","147","114","139","296","324","287"
"133",625643,"López, Reynaldo","553","24.1","0.323","0.194","0.435","0.516","0.377","0.408","0.351","10","31","85.6","19.2","2179","91.0","91.18","13","63","70","0.2","6.43","103","146","110","145","297","323","297"
"132",664123,"Effross, Scott","475","27.8","0.200","0.000","0.292","0.200","0.199","0.215","0.179","7","35","84.5","16.3","2318","84.3","83.19","18","66","66","-1.1","5.90","105","149","113","152","298","326","294"
"132",670950,"Richards, Trevor","511","25.8","0.154","0.038","0.222","0.192","0.252","0.292","0.188","4","26","87.6","7.4","2288","88.0","87.88","21","53","79","-0.1","6.35","111","161","120","151","292","322","299"
"131",544727,"Familia, Jeurys","476","27.5","0.258","0.226","0.273","0.484","0.339","0.306","0.236","8","31","90.0","10.5","2150","94.2","93.63","16","66","65","-0.6","5.85","106","150","123","142","299","328","295"
"130",669618,"Barlow, Joe","390","33.3","0.148","0.296","0.111","0.444","0.272","0.320","0.196","4","27","90.3","26.4","2307","89.5","89.02","24","68","62","-0.5","5.95","108","153","117","148","304","325","298"
"129",607216,"Krehbiel, Joey","429","30.1","0.296","0.259","0.316","0.556","0.393","0.399","0.281","8","27","89.4","11.0","2034","86.6","86.53","13","46","83","-0.1","6.18","105","157","112","148","307","323","295"
"127",669622,"Bender, Anthony","215","59.1","0.382","0.265","0.435","0.647","0.475","0.441","0.315","13","34","88.1","1.9","2308","92.6","91.60","16","53","74","-1.0","5.85","99","145","115","145","305","324","299"
"124",641793,"Littell, Zack","469","26.4","0.321","0.250","0.333","0.571","0.394","0.327","0.269","9","28","83.8","8.3","2104","91.1","91.33","13","68","56","0.2","6.46","107","151","115","148","298","324","290"
"123",643338,"Green, Chad","241","51.0","0.323","0.161","0.391","0.484","0.367","0.365","0.282","10","31","90.4","23.7","2400","91.1","91.31","20","72","51","0.2","6.63","105","160","116","150","302","326","289"
"122",608716,"Steckenrider, Drew","286","42.7","0.345","0.345","0.364","0.690","0.446","0.505","0.382","10","29","89.7","28.3","2176","91.3","90.71","15","70","52","-0.6","6.00","108","150","118","145","302","324","297"
"122",656354,"Davis, Austin","514","23.7","0.154","0.115","0.200","0.269","0.234","0.225","0.139","4","26","87.9","29.4","2234","87.0","86.78","17","48","74","-0.2","6.29","109","158","115","152","291","329","295"
"120",543766,"Shaw, Bryan","394","30.5","0.217","0.174","0.211","0.391","0.337","0.494","0.360","5","23","95.1","4.7","2301","90.0","89.60","12","57","63","-0.4","5.76","108","154","122","149","304","328","300"
"120",503449,"Peralta, Wily","546","22.0","0.136","0.000","0.167","0.136","0.201","0.301","0.244","3","22","89.5","5.2","1802","90.0","89.22","10","59","61","-0.8","5.77","108","155","116","154","309","327","290"
"119",669459,"Nelson, Kyle","366","32.5","0.143","0.071","0.182","0.214","0.221","0.288","0.205","4","28","83.4","7.1","2420","86.8","86.00","18","55","64","-0.8","5.88","107","150","112","147","300","322","302"
"116",605521,"Warren, Art","448","25.9","0.333","0.333","0.350","0.667","0.473","0.393","0.257","9","27","88.8","18.4","2414","89.4","89.49","12","46","70","0.1","6.38","112","149","114","145","290","320","291"
"112",596057,"Norris, Daniel","520","21.5","0.250","0.450","0.222","0.700","0.458","0.395","0.217","5","20","90.1","16.6","2111","87.5","86.55","12","39","73","-0.9","5.85","104","150","114","150","294","315","293"
"112",571800,"Hutchison, Drew","392","28.6","0.250","0.200","0.286","0.450","0.401","0.364","0.228","5","20","88.0","14.5","2312","89.7","89.22","11","48","64","-0.5","6.03","109","152","114","147","299","326","298"
"109",676596,"Fleming, Josh","355","30.7","0.227","0.091","0.227","0.318","0.308","0.315","0.239","5","22","87.2","0.9","1859","86.4","86.30","7","44","65","-0.1","6.40","103","150","110","146","300","318","292"
"109",605525,"Wendelken, J.B.","467","23.3","0.227","0.182","0.250","0.409","0.336","0.425","0.310","5","22","95.3","8.4","2305","91.2","90.89","9","42","67","-0.3","6.25","107","152","119","147","307","326","301"
"109",459429,"McGee, Jake","326","33.4","0.192","0.154","0.190","0.346","0.247","0.418","0.319","5","26","90.2","18.7","2070","93.2","92.51","13","58","51","-0.7","5.99","109","151","113","148","296","318","286"
"107",476595,"Luetge, Lucas","394","27.2","0.345","0.138","0.429","0.483","0.370","0.321","0.287","10","29","90.7","11.6","2623","83.6","83.78","12","51","56","0.2","6.35","103","149","113","146","301","327","288"
"105",547973,"Chapman, Aroldis","262","40.1","0.261","0.174","0.263","0.435","0.344","0.360","0.232","6","23","89.4","24.7","2143","92.9","94.02","11","45","60","1.1","7.16","107","150","116","147","304","330","287"
"105",523260,"Kelly, Joe","198","53.0","0.182","0.045","0.267","0.227","0.273","0.297","0.218","4","22","78.4","-7.7","2330","92.8","92.28","11","40","65","-0.5","5.88","108","151","109","147","303","327","299"
"103",608648,"Duffey, Tyler","530","19.4","0.370","0.407","0.400","0.778","0.492","0.432","0.363","10","27","93.8","8.0","2409","87.8","87.82","11","53","50","0.0","6.32","106","153","111","145","297","329","291"
"102",570257,"Rodríguez, Joely","397","25.7","0.217","0.043","0.294","0.261","0.264","0.236","0.162","5","23","74.7","11.6","1645","90.7","90.57","17","52","50","-0.1","6.33","107","151","113","145","295","327","305"
"102",455119,"Martin, Chris","383","26.6","0.259","0.111","0.318","0.370","0.262","0.243","0.225","7","27","86.3","12.9","2132","92.1","92.40","8","51","51","0.3","6.51","108","149","113","154","298","325","298"
"101",571948,"Milner, Hoby","493","20.5","0.130","0.000","0.158","0.130","0.175","0.271","0.249","3","23","82.3","2.7","1932","84.7","84.81","8","43","58","0.1","6.59","108","152","118","147","292","316","295"
"101",641394,"Brentz, Jake","160","63.1","0.333","0.000","0.571","0.333","0.465","0.428","0.249","4","12","75.0","17.1","2219","92.4","93.26","10","30","71","0.9","6.67","101","147","111","142","300","318","296"
"100",642121,"Sulser, Cole","405","24.7","0.391","0.348","0.412","0.739","0.506","0.457","0.359","9","23","92.7","4.7","1920","86.5","87.29","14","53","47","0.8","6.72","98","149","117","148","303","328","304"
"98",621249,"Underwood Jr., Duane","275","35.6","0.208","0.000","0.263","0.208","0.257","0.297","0.249","5","24","83.4","-5.5","2004","92.6","92.82","11","42","56","0.2","6.52","106","149","117","150","306","326","303"
"95",657024,"Swanson, Erik","367","25.9","0.182","0.182","0.300","0.364","0.232","0.332","0.285","4","22","90.4","20.0","2043","89.7","90.26","21","53","42","0.6","6.69","115","152","116","149","297","319","289"
"94",624522,"Thompson, Keegan","1029","9.1","0.217","0.043","0.357","0.261","0.247","0.217","0.189","5","23","83.1","3.4","2484","89.7","89.62","17","49","45","-0.1","6.28","108","150","113","152","294","319","292"
"94",660853,"De Los Santos, Enyel","383","24.5","0.167","0.111","0.273","0.278","0.239","0.240","0.135","3","18","78.9","14.6","2154","92.2","91.55","9","51","43","-0.6","5.89","112","158","120","150","299","319","293"
"94",519326,"Strickland, Hunter","497","18.9","0.304","0.217","0.375","0.522","0.380","0.433","0.365","7","23","91.7","20.9","2542","92.0","91.52","16","50","44","-0.5","6.05","108","143","109","144","288","319","291"
"94",572403,"VerHagen, Drew","383","24.5","0.222","0.167","0.214","0.389","0.342","0.396","0.279","4","18","80.0","12.9","2127","89.3","88.90","13","42","52","-0.4","6.08","115","153","114","147","295","320","298"
"93",663436,"Martin, Davis","353","26.3","0.300","0.350","0.308","0.650","0.429","0.381","0.248","6","20","86.7","13.9","2444","87.7","88.04","12","43","50","0.3","6.49","110","151","114","146","296","327","302"
"92",621389,"Blach, Ty","559","16.5","0.261","0.435","0.188","0.696","0.397","0.374","0.268","6","23","92.0","13.8","2156","86.3","84.87","12","49","43","-1.4","5.23","110","148","115","144","302","335","301"
"91",608718,"Suter, Brent","497","18.3","0.263","0.368","0.250","0.632","0.420","0.369","0.264","5","19","87.1","-0.7","2025","85.1","86.64","9","43","48","1.5","7.18","105","146","116","142","294","316","293"
"91",542888,"Armstrong, Shawn","341","26.7","0.294","0.412","0.300","0.706","0.463","0.375","0.215","5","17","89.6","20.8","2301","93.9","94.40","11","46","45","0.5","6.67","111","158","112","152","305","328","298"
"89",570666,"Cessa, Luis","470","18.9","0.261","0.174","0.294","0.435","0.344","0.414","0.313","6","23","94.2","10.6","2194","87.3","86.45","14","45","44","-0.8","5.69","107","147","112","145","293","320","291"
"87",663423,"Thornton, Trent","485","17.9","0.346","0.154","0.364","0.500","0.365","0.403","0.341","9","26","88.6","14.2","2762","86.7","86.27","6","46","41","-0.4","6.10","104","164","122","148","289","319","298"
"87",605177,"Chafin, Andrew","323","26.9","0.182","0.000","0.235","0.182","0.217","0.299","0.218","4","22","89.7","21.7","2212","87.6","87.63","17","45","42","0.0","6.47","101","153","106","145","297","325","295"
"86",656685,"Martin, Brett","361","23.8","0.500","0.273","0.526","0.773","0.565","0.499","0.428","11","22","89.7","7.1","2172","88.7","88.81","12","51","35","0.1","6.42","108","152","115","149","293","319","295"
"86",641627,"Gott, Trevor","362","23.8","0.304","0.348","0.313","0.652","0.418","0.313","0.219","7","23","88.3","19.9","2184","92.1","91.54","15","48","38","-0.6","6.10","105","153","114","147","298","320","299"
"86",675911,"Strider, Spencer","927","9.3","0.313","0.063","0.556","0.375","0.362","0.350","0.289","5","16","93.9","9.6","2326","95.9","95.82","19","44","42","-0.1","6.88","105","151","117","150","307","329","292"
"85",592741,"Shreve, Chasen","469","18.1","0.263","0.316","0.250","0.579","0.389","0.419","0.278","5","19","88.7","2.9","1873","86.2","86.02","12","37","48","-0.2","6.31","113","154","118","146","295","325","302"
"84",676710,"Crawford, Kutter","398","21.1","0.286","0.048","0.462","0.333","0.271","0.428","0.348","6","21","101.2","16.4","2194","91.0","90.37","16","42","42","-0.6","6.15","113","156","117","150","299","330","294"
"82",608032,"Estévez, Carlos","491","16.7","0.273","0.545","0.143","0.818","0.531","0.519","0.330","3","11","88.4","20.6","2141","94.1","94.39","6","38","44","0.3","6.36","115","150","116","146","301","321","301"
"81",669060,"Wilson, Bryse","625","13.0","0.056","0.056","0.071","0.111","0.098","0.311","0.261","1","18","94.8","11.0","1945","88.7","89.11","8","38","43","0.4","6.64","100","153","117","150","301","328","305"
"81",656222,"Beeks, Jalen","534","15.2","0.375","0.375","0.333","0.750","0.503","0.503","0.329","6","16","93.2","14.2","1996","92.1","92.44","9","32","49","0.3","6.62","102","150","114","148","298","318","295"
"80",598264,"Barnes, Matt","308","26.0","0.333","0.333","0.375","0.667","0.435","0.372","0.282","7","21","87.1","12.6","2058","87.1","87.74","7","40","40","0.6","6.81","113","149","113","147","292","326","292"
"80",641501,"Danish, Tyler","435","18.4","0.278","0.167","0.250","0.444","0.382","0.570","0.425","5","18","93.8","17.5","2050","85.3","83.63","4","33","47","-1.7","5.30","109","153","117","150","294","329","294"
"80",503285,"O'Day, Darren","311","25.7","0.294","0.059","0.385","0.353","0.289","0.245","0.234","5","17","83.9","20.8","2333","82.5","83.11","12","44","36","0.6","6.65","112","150","117","143","308","325","294"
"79",664776,"Cousins, Jake","168","47.0","0.286","0.286","0.429","0.571","0.424","0.417","0.252","4","14","82.4","14.4","2452","87.6","87.99","11","26","53","0.4","6.83","107","151","118","147","299","320","295"
"78",676879,"Ashby, Aaron","968","8.1","0.333","0.056","0.500","0.389","0.336","0.276","0.274","6","18","87.8","-5.2","2162","89.5","88.09","13","40","38","-1.4","5.56","107","150","115","146","293","317","293"
"77",614179,"Ruiz, José","591","13.0","0.278","0.278","0.444","0.556","0.371","0.372","0.264","5","18","94.5","10.6","2174","91.3","90.78","16","33","44","-0.5","5.99","108","147","107","143","292","320","297"
